data_comp,model,item_feat,user_feat,components,num_epochs,learning_rate,Acc@1,Acc@5,Acc@10,Acc@50,Acc@100,MeanAcc,Coverage,Personalization,Novelty,ColdProb,ColdAcc@10,ColdAcc@50,ColdAcc@100,Training Time,Evaluation Time
UsersAll,lm_results,none,none,30,5,0.01,1.0296,3.752,7.0417,25.8404,40.6881,15.6704,1.1,15.36,2.29,0.0,0.0,0.0,0.0,8.6519,82.6874
UsersAll,lm_results,none,none,30,10,0.01,1.0573,3.8054,7.2369,26.7245,42.0235,16.1695,1.65,22.68,2.31,0.0,0.0,0.0,0.0,16.625,82.6874
UsersAll,lm_results,none,none,30,20,0.01,1.0481,4.5054,8.1874,28.8851,44.9725,17.5197,2.55,47.47,2.43,0.0,0.0,0.0,0.0,32.0937,82.6405
UsersAll,lm_results,none,none,30,5,0.05,1.1438,5.4595,10.1251,34.9211,51.7563,20.6812,10.02,82.35,2.92,0.0,0.0,0.0,0.0,7.2812,82.5292
UsersAll,lm_results,none,none,30,10,0.05,1.0738,5.3324,10.0901,35.0574,52.3696,20.7847,15.67,85.44,3.05,0.0,0.0,0.0,0.0,13.7187,82.5937
UsersAll,lm_results,none,none,30,20,0.05,0.9928,4.9732,9.6462,34.5214,51.6016,20.347,20.93,87.75,3.18,0.0,0.0,0.0,0.0,25.763,82.7811
UsersAll,lm_results,none,none,30,5,0.1,0.9725,4.6766,9.1581,32.9557,49.7559,19.5038,20.98,86.91,3.16,0.0,0.0,0.0,0.0,6.8594,82.6874
UsersAll,lm_results,none,none,30,10,0.1,0.8344,4.358,8.6957,32.0495,49.1592,19.0194,27.64,88.75,3.31,0.0,0.0,0.0,0.0,12.7969,82.703
UsersAll,lm_results,none,none,30,20,0.1,0.8528,4.3304,8.4305,31.7419,48.5182,18.7748,34.95,91.23,3.5,0.0,0.0,0.0,0.0,23.6875,82.8042
UsersAll,lm_results,none,none,30,5,0.15,0.9173,4.6103,8.7657,31.6111,48.3727,18.8554,29.84,86.84,3.24,0.0017,0.0,0.0,0.0238,6.7031,82.6874
UsersAll,lm_results,none,none,30,10,0.15,0.9357,4.579,8.7381,31.8395,48.6195,18.9424,37.86,89.18,3.46,0.0017,0.0,0.0,0.0,12.5781,82.5468
UsersAll,lm_results,none,none,30,20,0.15,0.897,4.3875,8.4452,31.5485,48.5182,18.7593,43.87,90.33,3.62,0.0,0.0,0.0,0.0,23.4531,82.4999
UsersAll,lm_results,none,none,30,5,0.2,0.3702,2.2858,4.7927,22.5599,37.9989,13.6015,38.76,76.68,4.02,1.4583,0.2382,0.5241,0.8099,6.7656,82.703
UsersAll,lm_results,none,none,30,10,0.2,0.4586,2.8218,5.9218,26.2253,42.3109,15.5477,50.58,84.8,4.05,0.4625,0.0,0.2144,0.3573,12.6719,82.8905
UsersAll,lm_results,none,none,30,20,0.2,0.6023,3.5089,6.8685,28.7838,45.479,17.0485,57.29,89.24,4.07,0.1442,0.0476,0.0715,0.0715,24.3906,82.3905
UsersAll,lm_results,none,none,30,5,0.3,0.0239,0.0958,0.2081,1.118,2.5069,0.7905,12.82,86.92,8.6,23.2733,0.8814,3.5255,7.0033,9.6094,82.4218
UsersAll,lm_results,none,none,30,10,0.3,0.0166,0.0829,0.1916,1.1365,2.6026,0.806,14.82,86.73,8.44,24.1892,0.7384,3.2396,5.6455,19.125,82.7187
UsersAll,lm_results,none,none,30,20,0.3,0.0147,0.0829,0.1455,1.1199,2.599,0.7924,8.61,78.63,8.41,23.1692,0.667,3.6684,6.9319,38.4062,82.9061
UsersAll,lm_results,none,user_all,30,5,0.01,0.9836,3.6102,6.5996,24.9544,38.9494,15.0194,0.5,0.0,2.27,0.0,0.0,0.0,0.0,221.0637,431.5258
UsersAll,lm_results,none,user_all,30,10,0.01,0.9836,3.2197,6.5775,24.9268,39.198,14.9811,0.55,2.69,2.27,0.0,0.0,0.0,0.0,441.5151,431.2495
UsersAll,lm_results,none,user_all,30,20,0.01,0.9836,3.2197,6.2625,24.9655,38.9383,14.8739,0.5,0.0,2.28,0.0,0.0,0.0,0.0,883.6346,431.6938
UsersAll,lm_results,none,user_all,30,5,0.05,0.8952,4.4832,8.2113,28.1999,43.3792,17.0338,1.7,40.54,2.43,0.0,0.0,0.0,0.0,223.5622,431.2964
UsersAll,lm_results,none,user_all,30,10,0.05,1.1402,5.3711,9.5228,31.3385,46.3742,18.7494,2.75,61.93,2.6,0.0,0.0,0.0,0.0,442.7883,430.7157
UsersAll,lm_results,none,user_all,30,20,0.05,1.3612,5.9973,11.035,35.4608,50.9882,20.9685,5.71,74.01,2.73,0.0,0.0,0.0,0.0,873.7386,431.0117
UsersAll,lm_results,none,user_all,30,5,0.1,1.4183,6.141,11.221,35.8218,51.4229,21.205,7.01,76.75,2.8,0.0,0.0,0.0,0.0,216.1986,430.8183
UsersAll,lm_results,none,user_all,30,10,0.1,1.4459,6.8022,12.3133,37.695,53.7713,22.4055,9.51,80.77,2.9,0.0,0.0,0.0,0.0,425.562,430.7807
UsersAll,lm_results,none,user_all,30,20,0.1,1.6227,7.3788,13.0832,39.4762,55.7643,23.465,13.62,82.69,2.98,0.0,0.0,0.0,0.0,832.2247,430.7182
UsersAll,lm_results,none,user_all,30,5,0.15,1.5325,7.189,12.713,38.5847,54.6002,22.9239,10.37,81.12,2.92,0.0,0.0,0.0,0.0,210.6872,431.3432
UsersAll,lm_results,none,user_all,30,10,0.15,1.6135,7.4101,13.1956,39.7801,56.1364,23.6271,13.42,83.81,3.02,0.0,0.0,0.0,0.0,411.2592,434.0214
UsersAll,lm_results,none,user_all,30,20,0.15,1.7775,8.005,13.9286,40.8944,57.2139,24.3639,16.88,84.77,3.06,0.0,0.0,0.0,0.0,809.1397,431.2452
UsersAll,lm_results,none,user_all,30,5,0.2,1.6909,7.5464,13.2416,39.5406,55.9706,23.598,11.77,83.86,2.99,0.0,0.0,0.0,0.0,206.7498,431.5932
UsersAll,lm_results,none,user_all,30,10,0.2,1.7793,7.994,13.9618,40.4837,56.8787,24.2195,16.42,85.38,3.08,0.0,0.0,0.0,0.0,405.2339,431.1941
UsersAll,lm_results,none,user_all,30,20,0.2,1.9138,8.4323,14.6341,41.7786,58.1735,24.9865,21.13,85.93,3.15,0.0,0.0,0.0,0.0,793.2196,435.0224
UsersAll,lm_results,none,user_all,30,5,0.3,1.8824,8.1782,14.3154,40.9497,57.201,24.5053,16.52,84.51,3.06,0.0,0.0,0.0,0.0,207.7966,432.6013
UsersAll,lm_results,none,user_all,30,10,0.3,1.8732,8.6571,14.8183,41.7583,58.1128,25.0439,20.78,85.39,3.13,0.0,0.0,0.0,0.0,394.9462,431.3276
UsersAll,lm_results,none,user_all,30,20,0.3,1.9948,9.0365,15.5072,42.6369,58.8772,25.6105,25.59,87.22,3.25,0.0,0.0,0.0,0.0,774.0388,431.0417
UsersAll,lm_results,item,none,30,5,0.01,0.9836,3.3413,6.4965,23.7701,38.1665,14.5516,1.2,6.3,2.33,0.0,0.0,0.0,0.0,27.3281,90.0311
UsersAll,lm_results,item,none,30,10,0.01,0.9836,3.0834,6.3675,24.4718,38.8425,14.7498,0.8,5.88,2.32,0.0,0.0,0.0238,0.0238,51.2343,89.8124
UsersAll,lm_results,item,none,30,20,0.01,0.9412,3.6875,7.0362,26.1867,41.0252,15.7754,1.4,20.2,2.31,0.0,0.0,0.0,0.0238,96.2811,89.8905
UsersAll,lm_results,item,none,30,5,0.05,1.0149,4.638,8.6239,30.5889,46.6891,18.311,4.76,67.13,2.61,0.0,0.0,0.0,0.0,21.9687,89.8859
UsersAll,lm_results,item,none,30,10,0.05,1.1475,5.1224,9.2704,32.1563,48.5992,19.2592,6.06,73.11,2.7,0.0,0.0,0.0,0.0238,42.1406,89.703
UsersAll,lm_results,item,none,30,20,0.05,1.2157,5.5387,10.1159,34.7111,51.4855,20.6134,9.56,79.53,2.85,0.0008,0.0,0.0,0.0,79.7499,89.6874
UsersAll,lm_results,item,none,30,5,0.1,1.1199,5.4981,9.9869,34.3851,51.1595,20.4299,9.71,78.84,2.83,0.0,0.0,0.0,0.0238,20.3906,89.6729
UsersAll,lm_results,item,none,30,10,0.1,1.2746,5.7155,10.5045,35.5897,52.6607,21.149,14.17,82.92,2.97,0.0,0.0,0.0,0.0,38.1727,89.5155
UsersAll,lm_results,item,none,30,20,0.1,1.1641,5.6271,10.4437,35.6892,52.9038,21.1656,18.98,86.21,3.11,0.0,0.0,0.0,0.0,71.8905,89.7968
UsersAll,lm_results,item,none,30,5,0.15,1.1144,5.4208,10.219,35.1108,52.4249,20.858,15.62,84.42,3.04,0.0,0.0,0.0,0.0,19.2656,89.8749
UsersAll,lm_results,item,none,30,10,0.15,1.1715,5.3453,10.184,34.9911,52.377,20.8138,20.33,86.89,3.13,0.0,0.0,0.0,0.0,35.9531,89.7917
UsersAll,lm_results,item,none,30,20,0.15,0.9467,4.8093,9.263,33.9191,51.27,20.0416,26.34,88.86,3.29,0.0,0.0,0.0,0.0,67.3445,89.953
UsersAll,lm_results,item,none,30,5,0.2,1.0481,5.1279,9.6204,34.4053,51.8152,20.4034,19.13,86.78,3.15,0.0,0.0,0.0,0.0,18.5156,89.8593
UsersAll,lm_results,item,none,30,10,0.2,0.9467,4.8608,9.2133,33.6465,50.909,19.9153,25.44,89.03,3.28,0.0,0.0,0.0,0.0,34.2905,89.703
UsersAll,lm_results,item,none,30,20,0.2,0.816,4.4059,8.5207,32.2798,49.5939,19.1233,31.15,91.08,3.44,0.0,0.0,0.0,0.0,63.328,89.6718
UsersAll,lm_results,item,none,30,5,0.3,0.9081,4.6877,8.8983,32.8986,49.813,19.4411,28.34,89.07,3.34,0.0,0.0,0.0,0.0,17.6875,89.6718
UsersAll,lm_results,item,none,30,10,0.3,0.8915,4.4261,8.5244,31.9685,49.1463,18.9914,34.25,90.56,3.48,0.0,0.0,0.0,0.0,32.4843,89.703
UsersAll,lm_results,item,none,30,20,0.3,0.7957,4.0301,7.97,31.3919,48.1756,18.4727,37.01,91.38,3.57,0.0,0.0,0.0,0.0,60.0312,89.9374
UsersAll,lm_results,item,user_all,30,5,0.01,0.9836,3.2197,6.5186,24.9047,38.9494,14.9152,0.5,0.0,2.27,0.0,0.0,0.0,0.0,235.9528,438.4847
UsersAll,lm_results,item,user_all,30,10,0.01,0.9836,3.2197,6.4357,24.8494,39.0488,14.9074,0.5,0.0,2.27,0.0,0.0,0.0,0.0,469.1812,437.9102
UsersAll,lm_results,item,user_all,30,20,0.01,0.9836,3.2197,6.5167,24.912,39.1833,14.9631,0.55,4.22,2.27,0.0,0.0,0.0,0.0,937.5545,437.9774
UsersAll,lm_results,item,user_all,30,5,0.05,0.8823,3.7373,7.1283,25.297,40.1871,15.4464,1.0,21.35,2.3,0.0,0.0,0.0,0.0,234.8968,440.6449
UsersAll,lm_results,item,user_all,30,10,0.05,0.8473,4.0596,7.4801,26.94,41.9701,16.2594,1.3,32.17,2.35,0.0,0.0,0.0,0.0,469.6088,437.8745
UsersAll,lm_results,item,user_all,30,20,0.05,0.8233,4.2788,7.9332,28.4983,43.6886,17.0444,1.25,42.86,2.43,0.0,0.0,0.0,0.0,936.827,437.5932
UsersAll,lm_results,item,user_all,30,5,0.1,1.0333,4.6085,8.2187,28.9422,44.5267,17.4659,1.8,45.65,2.46,0.0,0.0,0.0,0.0,234.0153,437.8276
UsersAll,lm_results,item,user_all,30,10,0.1,1.2544,5.5276,10.243,33.6851,49.2052,19.9831,3.96,69.13,2.65,0.0,0.0,0.0,0.0,461.1088,437.7026
UsersAll,lm_results,item,user_all,30,20,0.1,1.2672,5.8942,10.8139,34.7406,50.4061,20.6244,5.31,74.58,2.73,0.0,0.0,0.0,0.0,938.8895,436.062
UsersAll,lm_results,item,user_all,30,5,0.15,1.2765,5.4853,10.0772,33.1897,48.7834,19.7624,3.61,68.82,2.67,0.0,0.0,0.0,0.0,230.4528,435.812
UsersAll,lm_results,item,user_all,30,10,0.15,1.387,6.1981,11.2818,36.006,51.7857,21.3317,6.96,77.29,2.81,0.0,0.0,0.0,0.0,452.7182,436.3901
UsersAll,lm_results,item,user_all,30,20,0.15,1.4367,6.8114,12.3575,38.0063,54.0513,22.5326,10.12,81.17,2.91,0.0,0.0,0.0,0.0,893.1083,435.9682
UsersAll,lm_results,item,user_all,30,5,0.2,1.3225,5.8573,10.8195,34.875,50.6474,20.7043,5.61,73.91,2.73,0.0,0.0,0.0,0.0,227.7029,436.0307
UsersAll,lm_results,item,user_all,30,10,0.2,1.4514,6.6715,12.1033,37.4206,53.4269,22.2147,9.11,80.06,2.88,0.0,0.0,0.0,0.0,451.4682,437.2807
UsersAll,lm_results,item,user_all,30,20,0.2,1.6688,7.4653,13.1956,39.559,55.9393,23.5656,12.82,83.18,2.97,0.0,0.0,0.0,0.0,877.4521,435.9682
UsersAll,lm_results,item,user_all,30,5,0.3,1.4883,6.9993,12.5159,38.2126,54.2042,22.6841,9.51,80.79,2.89,0.0,0.0,0.0,0.0,223.7654,435.9057
UsersAll,lm_results,item,user_all,30,10,0.3,1.5509,7.2388,12.748,39.117,55.5009,23.2311,12.57,82.44,2.97,0.0,0.0,0.0,0.0,437.7338,436.2964
UsersAll,lm_results,item,user_all,30,20,0.3,1.7885,7.8208,13.7997,40.6366,57.1071,24.2305,16.98,84.26,3.04,0.0,0.0,0.0,0.0,856.9365,435.9057
UsersAll,lm_results,none,none,50,5,0.01,0.991,3.5954,6.9312,25.8091,40.5574,15.5768,1.1,12.98,2.28,0.0,0.0,0.0,0.0476,13.5156,87.4999
UsersAll,lm_results,none,none,50,10,0.01,1.0462,4.5201,8.1708,28.5996,44.5322,17.3738,2.5,46.65,2.42,0.0,0.0,0.0238,0.0238,25.9062,87.2343
UsersAll,lm_results,none,none,50,20,0.01,1.0959,5.0432,9.2299,31.8856,47.9048,19.0319,4.06,65.79,2.58,0.0,0.0,0.0,0.0238,49.6718,87.1093
UsersAll,lm_results,none,none,50,5,0.05,1.0609,5.3803,10.0882,34.9045,52.0878,20.7043,13.37,83.97,2.99,0.0,0.0,0.0,0.0,11.1719,87.0624
UsersAll,lm_results,none,none,50,10,0.05,0.897,4.9861,9.5872,34.2617,51.5666,20.2597,19.73,86.57,3.14,0.0,0.0,0.0,0.0,20.8906,87.4374
UsersAll,lm_results,none,none,50,20,0.05,0.7626,4.1941,8.3218,32.2926,49.5589,19.026,27.59,89.92,3.35,0.0,0.0,0.0,0.0,38.5781,87.4218
UsersAll,lm_results,none,none,50,5,0.1,0.6981,4.0835,8.0529,30.9701,47.809,18.3227,28.89,89.23,3.34,0.0,0.0,0.0,0.0,10.3906,87.4218
UsersAll,lm_results,none,none,50,10,0.1,0.6484,3.5033,7.2738,29.6163,46.3871,17.4858,38.96,92.19,3.61,0.0,0.0,0.0,0.0,18.7187,87.078
UsersAll,lm_results,none,none,50,20,0.1,0.5563,3.1515,6.5665,27.9439,44.687,16.581,43.31,93.28,3.74,0.0,0.0,0.0,0.0,33.7812,87.078
UsersAll,lm_results,none,none,50,5,0.15,0.6668,3.8257,7.574,29.3143,45.7829,17.4327,43.57,89.49,3.55,0.0217,0.0,0.0,0.0,9.9843,87.0624
UsersAll,lm_results,none,none,50,10,0.15,0.6391,3.5383,7.3456,28.9109,45.4993,17.1866,51.33,91.2,3.76,0.0033,0.0,0.0,0.0,18.0937,86.9843
UsersAll,lm_results,none,none,50,20,0.15,0.582,3.2565,6.6807,27.8831,44.5138,16.5832,54.58,93.41,3.97,0.0017,0.0,0.0,0.0,33.0312,87.0468
UsersAll,lm_results,none,none,50,5,0.2,0.28,2.1072,4.5054,22.5175,38.4097,13.564,45.97,88.13,4.38,1.6958,0.262,0.5955,0.8576,9.9219,87.2655
UsersAll,lm_results,none,none,50,10,0.2,0.3168,2.3061,4.9585,23.8032,39.5443,14.1858,52.23,88.57,4.31,0.8558,0.1667,0.2144,0.405,18.6406,87.0624
UsersAll,lm_results,none,none,50,20,0.2,0.3039,2.2545,5.0414,24.5916,41.5207,14.7424,61.74,91.15,4.54,0.4575,0.0,0.0715,0.1667,34.9062,87.3124
UsersAll,lm_results,none,none,50,5,0.3,0.0295,0.1289,0.2376,1.1715,2.5124,0.816,13.07,81.18,8.12,25.8792,0.8099,3.7399,7.575,15.2969,87.453
UsersAll,lm_results,none,none,50,10,0.3,0.0147,0.0497,0.1271,0.9633,2.2545,0.6819,11.57,82.54,8.79,26.1525,1.2149,4.0734,7.2892,30.5781,87.1405
UsersAll,lm_results,none,none,50,20,0.3,0.0203,0.0995,0.2468,1.2525,2.7868,0.8812,13.02,83.45,7.95,21.3833,0.6193,3.0967,5.9552,61.1249,87.0468
UsersAll,lm_results,none,user_all,50,5,0.01,0.9836,3.0926,6.4357,24.9231,39.1115,14.9093,0.5,0.0,2.27,0.0,0.0,0.0,0.0,364.6714,604.0774
UsersAll,lm_results,none,user_all,50,10,0.01,0.9836,3.1552,6.4338,24.9028,38.9788,14.8908,0.5,0.0,2.27,0.0,0.0,0.0,0.0,722.921,604.0462
UsersAll,lm_results,none,user_all,50,20,0.01,0.9836,3.0392,6.4136,24.8236,38.9678,14.8456,0.6,5.75,2.31,0.0,0.0,0.0,0.0,1447.6701,604.1711
UsersAll,lm_results,none,user_all,50,5,0.05,1.1604,4.6269,8.495,28.7506,44.116,17.4298,2.1,50.37,2.52,0.0,0.0,0.0,0.0,365.1871,603.4524
UsersAll,lm_results,none,user_all,50,10,0.05,1.2728,5.6381,10.604,34.1401,49.6344,20.2579,4.01,71.3,2.7,0.0,0.0,0.0,0.0,725.8273,603.6086
UsersAll,lm_results,none,user_all,50,20,0.05,1.4496,6.4688,11.7091,36.6377,52.4857,21.7502,7.01,78.39,2.83,0.0,0.0,0.0,0.0,1418.1233,603.2805
UsersAll,lm_results,none,user_all,50,5,0.1,1.4828,6.653,12.0112,37.2511,52.9222,22.0641,8.06,77.86,2.82,0.0,0.0,0.0,0.0,351.9996,603.343
UsersAll,lm_results,none,user_all,50,10,0.1,1.5288,7.0712,12.724,38.3047,54.381,22.8019,11.12,82.74,2.96,0.0,0.0,0.0,0.0,688.2179,603.2805
UsersAll,lm_results,none,user_all,50,20,0.1,1.7719,7.6753,13.3908,40.0877,56.5821,23.9016,14.97,83.84,3.01,0.0,0.0,0.0,0.0,1345.6859,606.5462
UsersAll,lm_results,none,user_all,50,5,0.15,1.6246,7.4138,13.1164,39.2054,55.267,23.3254,11.12,81.76,2.93,0.0,0.0,0.0,0.0,343.1715,604.2961
UsersAll,lm_results,none,user_all,50,10,0.15,1.7314,7.8816,13.7979,40.4413,56.7424,24.1189,15.22,84.86,3.04,0.0,0.0,0.0,0.0,667.7804,604.0305
UsersAll,lm_results,none,user_all,50,20,0.15,1.9395,8.4913,14.8975,41.8117,58.0722,25.0424,19.48,85.46,3.1,0.0,0.0,0.0,0.0,1308.764,606.2805
UsersAll,lm_results,none,user_all,50,5,0.2,1.7001,7.8724,13.7647,40.3142,56.4624,24.0228,14.12,84.42,3.04,0.0,0.0,0.0,0.0,334.8433,604.1868
UsersAll,lm_results,none,user_all,50,10,0.2,1.8327,8.4268,14.6415,41.6588,57.8052,24.873,17.93,84.5,3.07,0.0,0.0,0.0,0.0,657.218,604.218
UsersAll,lm_results,none,user_all,50,20,0.2,1.9156,8.9002,15.404,42.8008,58.9158,25.5873,23.59,86.32,3.18,0.0,0.0,0.0,0.0,1283.2953,603.8118
UsersAll,lm_results,none,user_all,50,5,0.3,1.899,8.5631,14.7759,41.5594,57.6836,24.8962,18.63,85.06,3.09,0.0,0.0,0.0,0.0,327.0309,605.8274
UsersAll,lm_results,none,user_all,50,10,0.3,2.0795,9.2023,15.7982,42.7143,59.0964,25.7781,24.09,86.56,3.21,0.0,0.0,0.0,0.0,638.4211,603.5618
UsersAll,lm_results,none,user_all,50,20,0.3,2.0851,9.683,16.5165,44.0183,60.1978,26.5001,29.14,89.6,3.37,0.0,0.0,0.0,0.0,1242.9516,603.2805
UsersAll,lm_results,item,none,50,5,0.01,0.9836,3.3284,6.4781,24.3687,38.3821,14.7082,1.9,7.82,2.33,0.0,0.0,0.0,0.0,43.3906,99.1718
UsersAll,lm_results,item,none,50,10,0.01,0.9781,3.5494,6.8906,25.7943,40.6329,15.5691,1.35,19.4,2.32,0.0,0.0,0.0,0.0,80.7655,99.1718
UsersAll,lm_results,item,none,50,20,0.01,0.9652,3.8275,7.2627,27.0008,42.4767,16.3066,1.95,33.67,2.35,0.0,0.0,0.0,0.0238,151.7186,99.1249
UsersAll,lm_results,item,none,50,5,0.05,1.0646,4.8019,8.7731,31.0365,47.2749,18.5902,5.71,68.66,2.64,0.0125,0.0,0.0,0.0,34.9687,100.4843
UsersAll,lm_results,item,none,50,10,0.05,1.1494,5.3526,9.7272,33.6649,50.4577,20.0704,8.41,76.97,2.79,0.0008,0.0,0.0,0.0,66.1406,98.9842
UsersAll,lm_results,item,none,50,20,0.05,1.2691,5.7229,10.4069,35.2987,52.2518,20.9899,12.37,82.03,2.92,0.0,0.0,0.0,0.0,124.4998,98.9999
UsersAll,lm_results,item,none,50,5,0.1,1.1991,5.5479,10.2632,34.9063,51.9791,20.7791,12.72,82.02,2.94,0.0017,0.0,0.0,0.0238,32.0156,99.0155
UsersAll,lm_results,item,none,50,10,0.1,1.153,5.64,10.3516,35.7057,52.9646,21.163,17.38,84.98,3.08,0.0,0.0,0.0,0.0,59.8906,98.9842
UsersAll,lm_results,item,none,50,20,0.1,1.0646,5.2219,9.8377,34.8511,52.2499,20.645,24.29,87.65,3.22,0.0,0.0,0.0,0.0,111.2655,99.3905
UsersAll,lm_results,item,none,50,5,0.15,1.118,5.3047,9.9501,34.8363,52.4507,20.732,19.03,85.3,3.1,0.0025,0.0,0.0,0.0,30.125,98.9843
UsersAll,lm_results,item,none,50,10,0.15,1.0315,4.8829,9.4325,34.1383,51.5426,20.2056,25.04,88.43,3.26,0.0,0.0,0.0,0.0,55.5468,99.0155
UsersAll,lm_results,item,none,50,20,0.15,0.757,3.8294,7.7177,31.2409,48.3524,18.3795,31.8,91.11,3.45,0.0,0.0,0.0,0.0,100.7968,99.078
UsersAll,lm_results,item,none,50,5,0.2,0.8602,4.6877,9.042,33.1712,50.5222,19.6567,24.74,88.94,3.3,0.0,0.0,0.0,0.0,28.9375,99.0155
UsersAll,lm_results,item,none,50,10,0.2,0.7202,3.9067,7.8374,30.9001,48.1921,18.3113,31.6,91.09,3.45,0.0,0.0,0.0,0.0238,51.9218,99.078
UsersAll,lm_results,item,none,50,20,0.2,0.5286,3.1681,6.6954,28.6567,45.8547,16.9807,37.46,92.72,3.62,0.0008,0.0,0.0,0.0,92.703,98.9061
UsersAll,lm_results,item,none,50,5,0.3,0.6815,3.8478,7.6698,30.5078,47.2914,17.9997,33.35,91.13,3.51,0.0008,0.0,0.0,0.0238,27.0312,98.9217
UsersAll,lm_results,item,none,50,10,0.3,0.6336,3.2878,6.6199,28.6972,45.4937,16.9464,39.96,92.8,3.71,0.0,0.0,0.0,0.0238,47.8906,98.9686
UsersAll,lm_results,item,none,50,20,0.3,0.5084,2.8881,5.9881,26.9953,43.8378,16.0435,45.52,94.14,3.86,0.0,0.0,0.0,0.0,85.0936,98.7811
UsersAll,lm_results,item,user_all,50,5,0.01,0.9836,3.2197,6.4891,24.9231,38.9696,14.917,0.5,0.0,2.28,0.0,0.0,0.0,0.0,384.1089,615.4524
UsersAll,lm_results,item,user_all,50,10,0.01,0.9836,3.2197,6.3712,24.9397,39.1059,14.924,0.55,3.05,2.27,0.0,0.0,0.0,0.0,766.2803,615.4524

UsersEmotions,lm_results,item_noLMD_noPR,none,10,20,0.15,1.2157,6.2472,11.8303,40.2747,57.5529,23.4242,12.15,82.77,4.13,0.0,0.0,0.0,0.0,4.6562,12.8125
UsersEmotions,lm_results,item_noLMD_noPR,none,10,20,0.2,1.2719,5.977,11.6164,40.3534,56.9788,23.2395,17.03,86.29,4.3,0.0,0.0,0.0,0.0,4.4219,12.7969
UsersEmotions,lm_results,item_noLMD_noPR,none,10,20,0.3,1.2044,6.0783,11.6502,39.3629,55.6844,22.796,21.64,88.08,4.45,0.0033,0.0,0.0,0.0,4.2031,12.7969
UsersEmotions,lm_results,item_noLMD_noPR,user_all,10,20,0.15,0.9568,4.3899,8.8136,32.8231,48.9532,19.1873,1.54,39.45,3.45,0.0,0.0,0.0,0.0,28.6687,25.0
UsersEmotions,lm_results,item_noLMD_noPR,user_all,10,20,0.2,1.1932,6.1121,11.7627,37.9221,54.086,22.2152,2.56,60.96,3.61,0.0,0.0,0.0,0.0,27.8125,24.5312
UsersEmotions,lm_results,item_noLMD_noPR,user_all,10,20,0.3,1.5984,7.9806,14.8019,44.8109,59.9167,25.8217,7.23,77.52,3.94,0.0,0.0,0.0,0.0,27.1719,24.5156
UsersEmotions,lm_results,item_noLMD_noPR,none,30,20,0.15,1.0919,5.5493,10.9635,37.6069,54.8852,22.0194,23.69,88.88,4.52,0.005,0.0,0.0,0.0,11.1094,14.3281
UsersEmotions,lm_results,item_noLMD_noPR,none,30,20,0.2,0.8892,4.5475,9.2526,34.534,51.3733,20.1193,30.92,91.24,4.73,0.0042,0.0,0.0,0.0,9.7812,14.3437
UsersEmotions,lm_results,item_noLMD_noPR,none,30,20,0.3,0.6641,3.6808,7.8906,31.3035,47.6475,18.2373,40.56,93.39,5.03,0.0025,0.0,0.0,0.0,8.2969,14.2969
UsersEmotions,lm_results,item_noLMD_noPR,user_all,30,20,0.15,1.5421,7.8005,14.7681,43.8654,59.5227,25.4998,5.74,75.64,3.87,0.0,0.0,0.0,0.0,75.6753,38.5468
UsersEmotions,lm_results,item_noLMD_noPR,user_all,30,20,0.2,1.6547,8.4872,15.7136,45.9027,60.8735,26.5263,7.59,79.66,4.01,0.0,0.0,0.0,0.0,74.328,38.7187
UsersEmotions,lm_results,item_noLMD_noPR,user_all,30,20,0.3,2.2625,10.3107,17.8186,48.6155,63.5412,28.5097,11.18,83.23,4.12,0.0,0.0,0.0,0.0,71.9296,38.5625
UsersAll,lm_results,item_noLMD_noPR,none,10,20,0.15,1.2378,5.756,10.5727,35.7905,53.0769,21.2868,16.32,85.41,3.05,0.0,0.0,0.0,0.0,27.375,79.1093
UsersAll,lm_results,item_noLMD_noPR,none,10,20,0.2,1.2949,5.8315,10.6095,35.6763,52.8338,21.2492,19.23,86.51,3.12,0.0,0.0,0.0,0.0,26.5156,79.2655
UsersAll,lm_results,item_noLMD_noPR,none,10,20,0.3,1.1954,5.7431,10.65,35.8476,53.0825,21.3037,22.03,86.72,3.16,0.0,0.0,0.0,0.0,25.9062,79.3124
UsersAll,lm_results,item_noLMD_noPR,user_all,10,20,0.15,1.317,5.6676,10.5192,34.1861,49.8351,20.305,4.51,72.3,2.7,0.0,0.0,0.0,0.0,326.2027,247.1716
UsersAll,lm_results,item_noLMD_noPR,user_all,10,20,0.2,1.4091,6.5609,11.9173,36.8735,52.6625,21.8847,7.51,78.98,2.84,0.0,0.0,0.0,0.0,321.3746,246.381
UsersAll,lm_results,item_noLMD_noPR,user_all,10,20,0.3,1.5767,7.0601,12.5325,38.5994,54.9189,22.9375,12.07,82.44,2.95,0.0,0.0,0.0,0.0,312.8095,246.1403
UsersAll,lm_results,item_noLMD_noPR,none,30,20,0.15,0.9523,4.7669,9.2317,33.7607,51.0969,19.9617,26.79,89.43,3.3,0.0,0.0,0.0,0.0,65.1249,88.9061
UsersAll,lm_results,item_noLMD_noPR,none,30,20,0.2,0.8565,4.2548,8.4618,32.23,49.487,19.058,30.6,91.13,3.45,0.0,0.0,0.0,0.0,61.4843,89.0468
UsersAll,lm_results,item_noLMD_noPR,none,30,20,0.3,0.8639,4.183,8.2739,31.1764,48.509,18.6012,38.96,91.81,3.62,0.0008,0.0,0.0,0.0,58.6562,88.953
