data_comp,model,item_feat,user_feat,components,num_epochs,learning_rate,Acc@1,Acc@5,Acc@10,Acc@50,Acc@100,MeanAcc,Coverage,Personalization,Novelty,ColdProb,ColdAcc@10,ColdAcc@50,ColdAcc@100,Training Time,Evaluation Time
UsersEmotions,lm_results,item,user_all,30,10,0.2,1.3845,7.4516,13.71,41.8167,57.4629,24.3651,4.1,70.29,3.75,0.0,0.0,0.0,0.0,38.9062,38.8281
UsersEmotions,lm_results,item,user_all,30,20,0.2,1.6997,8.4984,15.466,45.2161,60.986,26.3732,7.28,80.43,4.01,0.0,0.0,0.0,0.0,75.3752,38.75
UsersEmotions,lm_results,item,user_all,30,5,0.3,1.3845,7.3165,13.8901,41.5466,56.7312,24.1738,4.51,69.14,3.74,0.0,0.0,0.0,0.0,19.4844,38.8296
UsersEmotions,lm_results,item,user_all,30,10,0.3,1.4971,8.2283,15.376,45.43,60.502,26.2067,7.64,79.51,4.02,0.0,0.0,0.0,0.0,38.0625,38.7499
UsersEmotions,lm_results,item,user_all,30,20,0.3,2.1612,10.0293,17.3683,48.548,62.8433,28.19,10.62,82.88,4.12,0.0,0.0,0.0,0.0,72.5624,38.7031
UsersEmotions,lm_results,none,none,50,5,0.01,1.0919,3.4782,6.4498,27.9829,44.0455,16.6097,0.82,5.16,3.31,0.0,0.0,0.0,0.0,2.625,14.25
UsersEmotions,lm_results,none,none,50,10,0.01,1.0131,4.4912,7.9018,30.8645,47.5236,18.3588,2.15,28.02,3.38,0.0,0.0,0.0,0.0,4.8281,14.2656
UsersEmotions,lm_results,none,none,50,20,0.01,1.0018,5.0653,9.6916,34.6466,51.9023,20.4615,3.08,50.57,3.51,0.0008,0.0,0.0,0.0,9.0781,14.2187
UsersEmotions,lm_results,none,none,50,5,0.05,1.0919,5.5831,11.5714,40.1733,57.6317,23.2103,9.64,80.53,4.04,0.0,0.0,0.0,0.0,2.0469,14.1719
UsersEmotions,lm_results,none,none,50,10,0.05,0.9905,5.3242,10.9748,39.1265,56.2359,22.5304,15.95,84.53,4.25,0.0,0.0,0.0,0.0,3.6734,14.125
UsersEmotions,lm_results,none,none,50,20,0.05,0.9343,4.4124,9.1175,36.0536,52.6339,20.6303,28.41,89.69,4.63,0.0,0.0,0.0,0.0,6.2656,14.0937
UsersEmotions,lm_results,none,none,50,5,0.1,0.6754,3.9172,8.2058,32.4966,49.561,18.9712,29.79,88.79,4.61,0.0008,0.0,0.0,0.0,1.7344,14.1406
UsersEmotions,lm_results,none,none,50,10,0.1,0.5065,2.8928,6.765,29.9527,46.6682,17.357,42.77,92.13,5.0,0.0,0.0,0.0,0.0,2.875,14.0468
UsersEmotions,lm_results,none,none,50,20,0.1,0.3827,2.6227,5.6168,27.8816,44.2706,16.1549,47.33,94.16,5.25,0.0,0.0,0.0,0.0,4.6094,14.0781
UsersEmotions,lm_results,none,none,50,5,0.15,0.5741,2.9829,6.4273,26.9361,43.4264,16.0694,45.69,91.01,4.98,0.2325,0.0,0.0,0.0,1.5625,14.0781
UsersEmotions,lm_results,none,none,50,10,0.15,0.4165,2.5214,5.493,26.4971,43.4602,15.6776,51.64,94.1,5.36,0.1525,0.0,0.0,0.0,2.5469,14.0468
UsersEmotions,lm_results,none,none,50,20,0.15,0.3489,2.2062,4.9752,24.4372,41.7267,14.7388,55.64,95.17,5.52,0.1067,0.0,0.0,0.0,4.1875,14.0468
UsersEmotions,lm_results,none,none,50,5,0.2,0.1238,1.6997,3.9284,18.8766,33.2283,11.5714,39.38,90.43,6.32,5.6758,0.5263,0.7018,1.4035,1.7812,14.0937
UsersEmotions,lm_results,none,none,50,10,0.2,0.2364,1.8573,4.5025,21.9045,36.1887,12.9379,42.46,90.17,5.75,3.3267,0.5263,1.4035,1.7544,3.0312,14.1719
UsersEmotions,lm_results,none,none,50,20,0.2,0.4953,2.724,5.3242,23.6605,37.9221,14.0252,50.15,93.15,5.5,1.325,0.0,0.3509,0.7018,5.0156,14.1094
UsersEmotions,lm_results,none,none,50,5,0.3,0.0563,0.1351,0.1914,1.0243,2.5101,0.7834,16.36,86.23,10.3,27.0325,0.3509,2.4561,5.614,2.5937,14.1719
UsersEmotions,lm_results,none,none,50,10,0.3,0.0113,0.0563,0.2476,1.0581,2.3751,0.7497,13.64,83.81,10.07,27.4175,0.8772,3.5088,5.614,5.1875,14.3594
UsersEmotions,lm_results,none,none,50,20,0.3,0.045,0.1238,0.1688,0.9568,2.33,0.7249,11.79,82.64,10.13,26.3008,0.3509,3.6842,7.0175,10.4844,14.2812
UsersEmotions,lm_results,none,user_all,50,5,0.01,1.0919,2.7353,6.6074,27.8253,43.9442,16.4408,0.51,0.0,3.31,0.0,0.0,0.0,0.0,28.7343,50.439
UsersEmotions,lm_results,none,user_all,50,10,0.01,1.0919,4.0072,6.6074,27.5889,44.1918,16.6974,0.51,0.0,3.31,0.0,0.0,0.0,0.0,57.2656,50.4531
UsersEmotions,lm_results,none,user_all,50,20,0.01,1.0919,2.5664,6.0558,27.8816,43.9329,16.3057,0.51,0.0,3.34,0.0,0.0,0.0,0.0,114.3592,50.4125
UsersEmotions,lm_results,none,user_all,50,5,0.05,1.0919,3.4557,6.7425,27.5777,44.1805,16.6097,0.56,4.05,3.32,0.0,0.0,0.0,0.0,28.7343,50.6631
UsersEmotions,lm_results,none,user_all,50,10,0.05,1.0131,5.403,8.6898,31.1234,46.9271,18.6313,1.38,26.99,3.4,0.0,0.0,0.0,0.0,57.578,51.3266
UsersEmotions,lm_results,none,user_all,50,20,0.05,0.8667,5.7632,10.8172,35.4908,51.1594,20.8195,2.15,51.69,3.54,0.0,0.0,0.0,0.0,117.0386,50.7119
UsersEmotions,lm_results,none,user_all,50,5,0.1,1.1819,5.9433,10.5696,35.3782,51.6096,20.9365,2.41,54.14,3.63,0.0,0.0,0.0,0.0,29.0937,50.5937
UsersEmotions,lm_results,none,user_all,50,10,0.1,1.6772,7.733,14.2053,43.3588,58.9937,25.1936,5.13,74.87,3.87,0.0,0.0,0.0,0.0,57.4062,50.3437
UsersEmotions,lm_results,none,user_all,50,20,0.1,1.801,8.7911,16.0176,45.914,60.9635,26.6974,8.56,79.77,4.01,0.0,0.0,0.0,0.0,109.8355,50.3124
UsersEmotions,lm_results,none,user_all,50,5,0.15,1.7335,8.127,14.8357,43.7866,59.1175,25.5201,5.69,74.31,3.89,0.0,0.0,0.0,0.0,27.8906,50.3437
UsersEmotions,lm_results,none,user_all,50,10,0.15,2.3075,10.2544,17.9424,48.2665,62.3143,28.217,9.44,81.13,4.04,0.0,0.0,0.0,0.0,54.4062,50.2812
UsersEmotions,lm_results,none,user_all,50,20,0.15,2.6339,11.3237,19.7546,50.1463,64.6105,29.6938,13.85,86.26,4.27,0.0,0.0,0.0,0.0,104.4233,50.2968
UsersEmotions,lm_results,none,user_all,50,5,0.2,2.4651,9.9167,17.6947,46.8483,61.3913,27.6632,8.87,80.99,4.04,0.0,0.0,0.0,0.0,28.0895,51.1249
UsersEmotions,lm_results,none,user_all,50,10,0.2,2.7578,11.335,19.2031,49.606,64.4192,29.4642,12.56,85.6,4.24,0.0,0.0,0.0,0.0,52.8749,50.3024
UsersEmotions,lm_results,none,user_all,50,20,0.2,2.9491,12.8771,21.2404,51.8573,65.8262,30.95,18.87,87.38,4.36,0.0,0.0,0.0,0.0,100.6718,50.2499
UsersEmotions,lm_results,none,user_all,50,5,0.3,2.1162,11.1549,19.0455,49.2796,64.0815,29.1355,12.51,83.46,4.22,0.0,0.0,0.0,0.0,26.0937,50.2968
UsersEmotions,lm_results,none,user_all,50,10,0.3,2.9941,12.4831,21.4768,51.5534,65.5448,30.8104,18.62,86.69,4.36,0.0,0.0,0.0,0.0,50.313,50.3124
UsersEmotions,lm_results,none,user_all,50,20,0.3,3.0955,13.8113,22.7262,52.6902,66.7154,31.8077,27.44,89.68,4.61,0.0,0.0,0.0,0.0,94.828,50.2656
UsersEmotions,lm_results,item,none,50,5,0.01,0.5403,3.1292,5.5718,16.1977,22.7037,9.6285,1.44,14.48,3.98,0.0,0.0,0.0,0.0,8.2188,16.1562
UsersEmotions,lm_results,item,none,50,10,0.01,1.0919,3.8609,6.765,23.5817,34.8379,14.0275,1.33,8.01,3.5,0.02,0.0,0.0,0.0,15.9219,16.125
UsersEmotions,lm_results,item,none,50,20,0.01,1.0919,3.5232,6.4048,26.9923,43.2801,16.2585,2.51,9.07,3.42,0.4192,0.1754,1.0526,1.9298,29.8125,16.1223
UsersEmotions,lm_results,item,none,50,5,0.05,0.833,4.176,8.1382,32.249,48.9307,18.8654,2.62,46.78,3.51,0.0008,0.0,0.0,0.0,6.8594,16.0937
UsersEmotions,lm_results,item,none,50,10,0.05,0.9118,5.1216,9.7479,36.5489,53.3431,21.1347,5.79,65.06,3.69,0.0267,0.0,0.0,0.0,12.5,16.0469
UsersEmotions,lm_results,item,none,50,20,0.05,1.1481,5.842,11.1099,39.2841,56.1121,22.6992,8.77,74.5,3.89,0.0492,0.0,0.1754,0.3509,23.1718,16.0469
UsersEmotions,lm_results,item,none,50,5,0.1,1.1369,5.8082,11.2337,38.9014,56.326,22.6812,7.85,74.67,3.88,0.0317,0.0,0.0,0.3509,6.0937,16.0156
UsersEmotions,lm_results,item,none,50,10,0.1,1.2157,5.9545,11.4926,40.5448,57.339,23.3093,12.1,81.54,4.1,0.0258,0.0,0.0,0.1754,11.0312,16.0156
UsersEmotions,lm_results,item,none,50,20,0.1,1.2044,5.887,11.1324,39.3516,56.9563,22.9063,19.03,86.55,4.35,0.0075,0.0,0.0,0.0,19.5469,16.0625
UsersEmotions,lm_results,item,none,50,5,0.15,1.4746,6.1909,11.4701,39.6556,57.3278,23.2238,13.28,83.49,4.16,0.0183,0.0,0.0,0.1754,5.6719,16.0156
UsersEmotions,lm_results,item,none,50,10,0.15,1.0131,5.5943,10.7722,39.2166,55.8532,22.4899,20.77,87.02,4.41,0.0017,0.0,0.0,0.0,9.9062,16.0
UsersEmotions,lm_results,item,none,50,20,0.15,0.7767,4.615,8.8699,35.0743,52.0036,20.2679,31.54,91.21,4.75,0.0067,0.0,0.0,0.0,16.5312,15.9531
UsersEmotions,lm_results,item,none,50,5,0.2,1.0919,5.0315,10.063,37.2017,54.5813,21.5939,19.18,87.37,4.41,0.0242,0.0,0.0,0.0,5.3125,15.9531
UsersEmotions,lm_results,item,none,50,10,0.2,0.7204,4.4462,9.2751,34.624,52.0036,20.2139,31.28,91.06,4.76,0.0042,0.0,0.0,0.0,8.875,15.9741
UsersEmotions,lm_results,item,none,50,20,0.2,0.6078,3.6245,7.2265,30.7969,47.4111,17.9334,41.28,93.4,5.06,0.01,0.0,0.0,0.0,14.1718,15.9375
UsersEmotions,lm_results,item,none,50,5,0.3,0.5065,3.8609,8.0707,32.5529,49.1333,18.8249,31.33,91.18,4.79,0.015,0.0,0.0,0.0,4.6562,15.9687
UsersEmotions,lm_results,item,none,50,10,0.3,0.5628,3.2305,6.9563,29.4462,46.5443,17.348,43.03,93.51,5.15,0.0233,0.0,0.0,0.0,7.3594,15.9531
UsersEmotions,lm_results,item,none,50,20,0.3,0.4052,1.9698,4.7501,25.6866,43.1112,15.1846,49.13,94.85,5.35,0.0108,0.0,0.0,0.3509,11.2187,15.9531
UsersEmotions,lm_results,item,user_all,50,5,0.01,0.0338,3.2305,6.8325,27.679,44.0005,16.3553,0.51,0.0,3.31,0.0,0.0,0.0,0.0,33.4374,52.2343
UsersEmotions,lm_results,item,user_all,50,10,0.01,1.0919,3.4444,6.1121,27.8366,43.9329,16.4836,0.51,0.0,3.33,0.0,0.0,0.0,0.0,65.703,52.2046
UsersEmotions,lm_results,item,user_all,50,20,0.01,1.0919,3.4444,6.3035,27.8816,43.8316,16.5106,0.51,0.0,3.31,0.0,0.0,0.0,0.0,130.2967,52.2187
UsersEmotions,lm_results,item,user_all,50,5,0.05,1.0919,3.4444,6.5511,27.8366,43.8879,16.5624,0.56,1.53,3.33,0.0,0.0,0.0,0.0,32.8099,52.2343
UsersEmotions,lm_results,item,user_all,50,10,0.05,0.0338,3.3769,6.4498,27.6565,43.719,16.2472,0.56,0.58,3.31,0.0,0.0,0.0,0.0,65.0825,52.2031
UsersEmotions,lm_results,item,user_all,50,20,0.05,0.968,4.3111,7.7217,30.5493,46.9833,18.1067,1.08,19.14,3.36,0.0,0.0,0.0,0.0,130.078,52.2499
UsersEmotions,lm_results,item,user_all,50,5,0.1,1.0693,3.3656,6.5849,27.9379,44.0905,16.6096,0.67,1.22,3.34,0.0,0.0,0.0,0.0,32.6102,52.2187
UsersEmotions,lm_results,item,user_all,50,10,0.1,1.1031,4.6038,8.7573,31.1346,47.1747,18.5547,1.28,26.85,3.41,0.0,0.0,0.0,0.0,65.2655,52.2187
UsersEmotions,lm_results,item,user_all,50,20,0.1,1.5196,6.5961,12.0104,39.6105,55.7519,23.0977,3.44,65.45,3.67,0.0,0.0,0.0,0.0,128.5798,52.1562
UsersEmotions,lm_results,item,user_all,50,5,0.15,1.0131,4.9752,8.5209,31.0446,47.4223,18.5952,1.38,29.38,3.42,0.0,0.0,0.0,0.0,32.625,52.1874
UsersEmotions,lm_results,item,user_all,50,10,0.15,1.0806,6.4948,12.0891,39.3516,55.009,22.805,3.69,66.41,3.71,0.0,0.0,0.0,0.0,64.3905,52.0937
UsersEmotions,lm_results,item,user_all,50,20,0.15,1.5534,7.6767,14.3629,43.9667,59.1851,25.349,5.9,74.93,3.87,0.0,0.0,0.0,0.0,125.6166,52.0937
UsersEmotions,lm_results,item,user_all,50,5,0.2,0.833,5.493,10.4908,36.1099,51.801,20.9455,2.46,53.28,3.56,0.0,0.0,0.0,0.0,32.5625,52.1562
UsersEmotions,lm_results,item,user_all,50,10,0.2,1.6321,7.9131,14.4417,43.8091,58.8361,25.3264,5.64,73.61,3.84,0.0,0.0,0.0,0.0,63.2927,52.203
UsersEmotions,lm_results,item,user_all,50,20,0.2,1.9698,9.3877,16.389,46.9383,61.8528,27.3075,8.56,81.14,4.06,0.0,0.0,0.0,0.0,122.7655,52.1249
UsersEmotions,lm_results,item,user_all,50,5,0.3,1.6772,8.0257,14.7569,43.235,58.3521,25.2094,5.74,74.38,3.88,0.0,0.0,0.0,0.0,32.0468,52.1718
UsersEmotions,lm_results,item,user_all,50,10,0.3,2.3525,9.3989,17.0869,46.9721,61.3688,27.4358,8.77,82.28,4.12,0.0,0.0,0.0,0.0,61.5487,52.0781
UsersEmotions,lm_results,item,user_all,50,20,0.3,2.1499,10.7384,18.7078,49.7411,64.3629,29.14,13.38,85.54,4.24,0.0,0.0,0.0,0.0,118.2186,52.0624
UsersAll,lm_results,none,none,10,5,0.01,1.0628,3.7759,7.1798,25.4591,40.1466,15.5248,1.05,16.1,2.28,0.0,0.0,0.0,0.0,3.5937,77.5155
UsersAll,lm_results,none,none,10,10,0.01,1.0333,3.5273,6.8501,25.4388,40.1006,15.39,1.0,11.41,2.28,0.0,0.0,0.0,0.0,6.8437,77.6093
UsersAll,lm_results,none,none,10,20,0.01,1.0794,3.8883,7.2627,26.4703,41.8338,16.1069,1.3,22.61,2.3,0.0,0.0,0.0,0.0,13.1406,77.5174
UsersAll,lm_results,none,none,10,5,0.05,1.0978,5.1795,9.8746,33.6151,50.0396,19.9613,5.36,76.34,2.73,0.0,0.0,0.0,0.0,3.0469,77.3124
UsersAll,lm_results,none,none,10,10,0.05,1.1825,5.5055,10.208,34.7037,51.5224,20.6244,9.16,80.52,2.84,0.0,0.0,0.0,0.0,5.8594,77.3437
UsersAll,lm_results,none,none,10,20,0.05,1.2359,5.5203,10.335,35.2821,52.2241,20.9195,12.12,83.09,2.93,0.0,0.0,0.0,0.0,11.2968,77.2205
UsersAll,lm_results,none,none,10,5,0.1,1.1346,5.3287,10.0127,33.932,50.8077,20.2431,9.86,80.91,2.86,0.0,0.0,0.0,0.0,2.9219,77.2811
UsersAll,lm_results,none,none,10,10,0.1,1.1512,5.6418,10.4216,35.2176,52.0473,20.8959,14.42,84.99,3.03,0.0,0.0,0.0,0.0,5.625,77.203
UsersAll,lm_results,none,none,10,20,0.1,1.1125,5.6897,10.4345,35.3079,52.3125,20.9714,17.18,85.32,3.08,0.0,0.0,0.0,0.0,10.8906,77.5312
UsersAll,lm_results,none,none,10,5,0.15,1.1107,5.2219,9.7733,33.5599,50.1409,19.9613,10.57,80.5,2.86,0.0,0.0,0.0,0.0,2.9531,77.6872
UsersAll,lm_results,none,none,10,10,0.15,1.1715,5.4539,10.1969,34.2506,51.2111,20.4568,16.47,83.68,3.0,0.0,0.0,0.0,0.0,5.6406,77.2812
UsersAll,lm_results,none,none,10,20,0.15,1.1254,5.5737,10.3977,35.3337,52.3531,20.9567,20.43,85.15,3.1,0.0,0.0,0.0,0.0,10.875,77.5372
UsersAll,lm_results,none,none,10,5,0.2,0.4568,2.4166,5.2642,23.8014,39.1538,14.2186,13.97,64.32,3.68,0.9975,0.0476,0.0953,0.1191,2.9844,77.7452
UsersAll,lm_results,none,none,10,10,0.2,0.851,4.1849,8.0695,29.6458,45.6263,17.6755,18.53,76.55,3.04,0.1383,0.0476,0.0476,0.0476,5.9375,77.2655
UsersAll,lm_results,none,none,10,20,0.2,0.9854,4.8074,8.937,31.5835,47.844,18.8315,21.63,80.37,3.12,0.0642,0.0,0.0238,0.0476,11.5468,77.478
UsersAll,lm_results,none,none,10,5,0.3,0.0387,0.1584,0.2781,1.678,3.868,1.2042,8.86,82.61,8.03,24.7133,0.5717,3.6922,6.646,3.7344,77.4218
UsersAll,lm_results,none,none,10,10,0.3,0.07,0.2634,0.5618,3.5328,7.7969,2.445,8.71,87.1,7.45,19.3058,0.3811,2.3583,4.1687,7.1094,77.1405
UsersAll,lm_results,none,none,10,20,0.3,0.0589,0.245,0.5655,3.857,8.3808,2.6214,9.01,86.19,7.41,17.1558,0.405,2.1201,3.8828,14.1719,77.2343
UsersAll,lm_results,none,user_all,10,5,0.01,0.9836,3.2197,6.4338,24.9084,38.7873,14.8666,0.5,0.0,2.27,0.0,0.0,0.0,0.0,78.2655,248.762
UsersAll,lm_results,none,user_all,10,10,0.01,0.9836,3.2197,6.5038,24.9655,39.0083,14.9362,0.5,0.0,2.27,0.0,0.0,0.0,0.0,156.4842,246.3747
UsersAll,lm_results,none,user_all,10,20,0.01,0.9836,3.2197,6.5002,24.9231,39.1741,14.9601,0.6,0.52,2.27,0.0,0.0,0.0,0.0,313.1246,246.8252
UsersAll,lm_results,none,user_all,10,5,0.05,0.9339,3.4057,6.9349,25.5125,39.9827,15.3539,0.85,17.02,2.29,0.0,0.0,0.0,0.0,79.0438,246.5935
UsersAll,lm_results,none,user_all,10,10,0.05,0.9007,4.3248,8.029,28.618,44.2136,17.2172,1.65,48.21,2.48,0.0,0.0,0.0,0.0,156.3435,246.406
UsersAll,lm_results,none,user_all,10,20,0.05,1.3059,5.5663,10.4124,33.9264,49.4557,20.1333,3.61,70.64,2.67,0.0,0.0,0.0,0.0,311.6818,246.9372
UsersAll,lm_results,none,user_all,10,5,0.1,1.2875,5.4705,10.2135,33.4236,48.9142,19.8619,3.66,69.76,2.68,0.0,0.0,0.0,0.0,78.1093,246.1347
UsersAll,lm_results,none,user_all,10,10,0.1,1.4072,6.3712,11.6244,36.3246,52.0749,21.5605,6.41,77.53,2.8,0.0,0.0,0.0,0.0,152.8904,246.2439
UsersAll,lm_results,none,user_all,10,20,0.1,1.4699,6.7838,12.1567,37.52,53.484,22.2829,9.21,80.14,2.87,0.0,0.0,0.0,0.0,300.5934,246.1249
UsersAll,lm_results,none,user_all,10,5,0.15,1.4164,6.4302,11.7239,36.3228,52.1523,21.6091,6.51,77.02,2.79,0.0,0.0,0.0,0.0,76.4687,245.8278
UsersAll,lm_results,none,user_all,10,10,0.15,1.5712,6.9809,12.398,38.1831,54.2281,22.6723,9.96,81.67,2.92,0.0,0.0,0.0,0.0,148.8123,245.906
UsersAll,lm_results,none,user_all,10,20,0.15,1.643,7.189,12.8253,39.2422,55.6519,23.3103,11.72,83.18,2.97,0.0,0.0,0.0,0.0,291.9941,246.0993
UsersAll,lm_results,none,user_all,10,5,0.2,1.398,6.6254,11.9965,37.2548,53.1156,22.0781,7.96,78.14,2.82,0.0,0.0,0.0,0.0,74.9843,246.3903
UsersAll,lm_results,none,user_all,10,10,0.2,1.5951,7.2093,12.608,38.6768,54.8839,22.9946,11.32,81.13,2.92,0.0,0.0,0.0,0.0,147.703,246.3278
UsersAll,lm_results,none,user_all,10,20,0.2,1.643,7.4727,13.2527,39.8703,56.3114,23.71,14.27,83.71,3.01,0.0,0.0,0.0,0.0,289.2809,246.2653
UsersAll,lm_results,none,user_all,10,5,0.3,1.6006,7.2774,12.8695,39.058,55.4014,23.2414,11.12,82.07,2.92,0.0,0.0,0.0,0.0,72.9218,246.463
UsersAll,lm_results,none,user_all,10,10,0.3,1.6319,7.4966,13.2803,39.8795,56.2193,23.7015,14.32,82.72,2.99,0.0,0.0,0.0,0.0,144.4823,246.281
UsersAll,lm_results,none,user_all,10,20,0.3,1.7259,7.6108,13.6321,40.4247,56.8676,24.0522,18.28,84.72,3.07,0.0,0.0,0.0,0.0,282.3089,246.4372
UsersAll,lm_results,item,none,10,5,0.01,0.8049,3.4002,5.6437,20.543,32.906,12.6596,0.75,2.5,2.51,0.0,0.0,0.0,0.0,10.4219,79.9218
UsersAll,lm_results,item,none,10,10,0.01,0.9836,3.4591,6.4707,23.4348,37.6195,14.3935,0.8,8.39,2.32,0.0,0.0,0.0,0.0,20.0,79.5937
UsersAll,lm_results,item,none,10,20,0.01,0.9836,3.0852,6.4007,24.2066,38.5626,14.6477,0.6,5.26,2.32,0.0,0.0,0.0,0.0,37.8437,79.5937
UsersAll,lm_results,item,none,10,5,0.05,1.0075,4.1849,7.6919,28.1962,44.1602,17.0481,3.0,49.14,2.44,0.0,0.0,0.0,0.0,8.6094,79.4843
UsersAll,lm_results,item,none,10,10,0.05,0.9817,4.4169,7.9682,28.6475,44.6317,17.3292,3.15,53.97,2.48,0.0,0.0,0.0,0.0,16.4219,79.4374
UsersAll,lm_results,item,none,10,20,0.05,1.0996,4.8627,8.8228,31.0788,47.2933,18.6314,5.26,68.16,2.63,0.0,0.0,0.0,0.0,31.75,79.4687
UsersAll,lm_results,item,none,10,5,0.1,1.072,4.9198,9.0162,31.5743,47.9416,18.9048,4.76,69.85,2.65,0.0,0.0,0.0,0.0,8.0156,79.5178
UsersAll,lm_results,item,none,10,10,0.1,1.1438,5.3876,9.8101,33.7349,50.2127,20.0578,8.31,77.14,2.78,0.0008,0.0,0.0,0.0,15.2812,79.6405
UsersAll,lm_results,item,none,10,20,0.1,1.2636,5.7523,10.5727,35.6799,52.6515,21.184,12.37,82.7,2.93,0.0008,0.0,0.0,0.0238,29.0781,79.4686
UsersAll,lm_results,item,none,10,5,0.15,1.1457,5.3379,9.904,34.0812,50.839,20.2616,9.01,79.02,2.83,0.0,0.0,0.0,0.0,7.6406,79.4374
UsersAll,lm_results,item,none,10,10,0.15,1.1807,5.7468,10.5008,35.5897,52.6515,21.1339,13.47,82.93,2.95,0.0,0.0,0.0,0.0,14.5264,79.3749
UsersAll,lm_results,item,none,10,20,0.15,1.282,5.7892,10.5211,35.8162,53.018,21.2853,16.32,85.31,3.04,0.0,0.0,0.0,0.0,27.9687,79.703
UsersAll,lm_results,item,none,10,5,0.2,1.1402,5.5424,10.2153,34.6061,51.2921,20.5592,11.47,81.11,2.9,0.0,0.0,0.0,0.0,7.4687,79.7655
UsersAll,lm_results,item,none,10,10,0.2,1.1954,5.6823,10.3074,35.3208,52.447,20.9906,16.07,84.66,3.04,0.0,0.0,0.0,0.0,14.2344,79.3905
UsersAll,lm_results,item,none,10,20,0.2,1.1512,5.7615,10.6408,35.8273,52.7785,21.2319,19.53,85.84,3.11,0.0,0.0,0.0,0.0,27.1718,79.703
UsersAll,lm_results,item,none,10,5,0.3,1.2028,5.4797,10.1177,34.9892,52.0805,20.774,15.92,84.4,3.03,0.0,0.0,0.0,0.0,7.2344,79.6562
UsersAll,lm_results,item,none,10,10,0.3,1.2359,5.6916,10.5524,35.3926,52.5686,21.0882,20.43,85.97,3.13,0.0,0.0,0.0,0.0,13.8125,79.6874
UsersAll,lm_results,item,none,10,20,0.3,1.2728,5.7137,10.44,35.8255,53.088,21.268,22.43,86.61,3.17,0.0,0.0,0.0,0.0,26.3593,79.6093
UsersAll,lm_results,item,user_all,10,5,0.01,0.9836,3.2197,6.4246,24.912,39.0746,14.9229,0.5,0.0,2.27,0.0,0.0,0.0,0.0,84.5624,247.9216
UsersAll,lm_results,item,user_all,10,10,0.01,0.9836,3.2197,6.4688,24.8568,38.9844,14.9027,0.5,0.0,2.28,0.0,0.0,0.0,0.0,167.6248,247.7938
UsersAll,lm_results,item,user_all,10,20,0.01,0.9836,3.2197,6.4688,24.8071,39.1409,14.924,0.5,0.0,2.27,0.0,0.0,0.0,0.0,333.3035,247.4228
UsersAll,lm_results,item,user_all,10,5,0.05,0.9836,3.2197,6.5112,24.8273,39.0433,14.917,0.55,0.03,2.28,0.0,0.0,0.0,0.0,83.2821,247.5857
UsersAll,lm_results,item,user_all,10,10,0.05,0.9836,3.2197,6.6328,24.9286,39.1943,14.9918,0.7,7.17,2.27,0.0,0.0,0.0,0.0,166.5467,247.2966
UsersAll,lm_results,item,user_all,10,20,0.05,0.9836,3.402,7.0104,25.0889,39.7561,15.2482,0.75,6.87,2.28,0.0,0.0,0.0,0.0,334.0621,247.8984
UsersAll,lm_results,item,user_all,10,5,0.1,0.9891,3.7004,7.0122,25.4167,40.3824,15.5002,1.0,16.24,2.3,0.0,0.0,0.0,0.0,83.6249,247.6356
UsersAll,lm_results,item,user_all,10,10,0.1,1.0904,4.172,7.4432,26.4427,41.8228,16.1942,1.25,26.39,2.33,0.0,0.0,0.0,0.0,167.5467,247.7185
UsersAll,lm_results,item,user_all,10,20,0.1,1.2267,5.1648,9.683,31.9408,47.1994,19.0429,2.95,63.04,2.55,0.0,0.0,0.0,0.0,329.3277,247.7653
UsersAll,lm_results,item,user_all,10,5,0.15,0.8454,4.1462,7.854,28.6714,43.7494,17.0533,1.55,42.62,2.44,0.0,0.0,0.0,0.0,83.328,247.6403
UsersAll,lm_results,item,user_all,10,10,0.15,1.1991,5.1795,9.6517,31.8911,46.982,18.9807,2.95,63.24,2.58,0.0,0.0,0.0,0.0,171.2029,247.7296
UsersAll,lm_results,item,user_all,10,20,0.15,1.2525,5.7431,10.5819,34.2525,49.8757,20.3411,4.26,72.11,2.69,0.0,0.0,0.0,0.0,327.4527,247.744
UsersAll,lm_results,item,user_all,10,5,0.2,1.142,4.7798,8.9315,30.0308,45.1548,18.0078,2.45,55.12,2.52,0.0,0.0,0.0,0.0,83.6405,247.6872
UsersAll,lm_results,item,user_all,10,10,0.2,1.2175,5.546,10.3921,34.094,49.9512,20.2402,4.81,73.46,2.72,0.0,0.0,0.0,0.0,162.0623,247.7184
UsersAll,lm_results,item,user_all,10,20,0.2,1.3649,6.3418,11.4494,36.1662,52.0326,21.471,6.96,77.18,2.8,0.0,0.0,0.0,0.0,323.2046,247.6224
UsersAll,lm_results,item,user_all,10,5,0.3,1.3151,6.2036,11.1805,35.8218,51.6513,21.2345,6.21,77.55,2.81,0.0,0.0,0.0,0.0,81.2655,248.0466
UsersAll,lm_results,item,user_all,10,10,0.3,1.4422,6.6972,12.2433,37.4427,53.3551,22.2361,8.51,81.33,2.9,0.0,0.0,0.0,0.0,161.2461,247.2653
UsersAll,lm_results,item,user_all,10,20,0.3,1.4938,6.9772,12.479,38.2807,54.6647,22.7791,11.97,82.05,2.94,0.0,0.0,0.0,0.0,314.6403,247.3747
