data_comp,model,item_feat,user_feat,layer_size_list,embedding_size,learning_rate,epochs,Acc@1,Acc@5,Acc@10,Acc@50,Acc@100,MeanAcc,RMSE,Coverage,Personalisation,Novelty,ColdProb,ColdAcc@10,ColdAcc@50,ColdAcc@100,Training Time,Evaluation Time
(batch size 2048 / 4096)
UsersAll,2tnn_results,No,No,"[32, 64, 128]",32,0.01,3,0.385,2.1108,3.5825,14.9435,24.9378,9.1919,0.1837,5.56,55.00000000000001,5.22,0.025,0.0,0.0238,0.0238,91.3749,15.7031
UsersAll,2tnn_results,No,No,"[32, 64, 128]",32,0.1,11,0.3629,2.3927,4.8793,18.9442,30.8523,11.4862,0.1428,49.57,98.0,6.28,0.0067,0.0,0.0953,0.6432,334.5777,15.8437
UsersAll,2tnn_results,No,No,"[32, 64, 128]",32,0.2,4,0.0018,0.3665,0.4457,1.3188,3.111,1.0488,0.1794,3.1,3.0,7.36,0.0083,0.0,2.001,4.8356,110.4686,16.0469
UsersAll,2tnn_results,Yes,No,"[32, 64]",32,0.01,3,0.3389,1.8677,3.7759,15.5753,27.3876,9.7891,0.1853,12.27,90.0,6.11,0.7408,0.3097,0.9767,1.8342,131.8748,16.5469
UsersAll,2tnn_results,Yes,No,"[32, 64]",32,0.1,17,0.3758,2.5326,5.2826,21.8268,35.5529,13.1141,0.1355,71.56,99.0,6.4,0.0,0.0,0.0238,0.0476,732.7867,16.5469
UsersAll,2tnn_results,Yes,No,"[32, 64]",32,0.2,20,0.1989,1.5712,3.3707,14.6304,25.041,8.9624,0.1271,33.05,93.0,6.57,0.0142,0.0,0.0476,0.0476,836.8159,16.4375
UsersAll,2tnn_results,Yes,No,"[32, 64, 128]",32,0.01,8,0.2947,1.9598,3.9601,17.3878,29.4542,10.6113,0.1822,34.4,97.0,6.32,0.2792,0.0953,0.3097,0.667,371.3445,17.7031
UsersAll,2tnn_results,Yes,No,"[32, 64, 128]",32,0.1,15,0.4255,2.6616,5.244,20.3441,32.93,12.321,0.1371,51.53,98.0,6.21,0.0008,0.0,0.0,0.1191,697.0773,17.7031
UsersAll,2tnn_results,Yes,No,"[32, 64, 128]",32,0.2,3,0.0276,0.1934,0.3205,4.3193,9.4472,2.8616,0.1821,3.96,25.0,8.09,2.2592,0.262,2.1439,2.93,136.1405,17.5937
UsersAll,2tnn_results,No,Yes,"[32, 64]",32,0.01,8,0.2781,1.9488,4.043,17.4044,29.1116,10.5572,0.1823,35.45,97.0,6.24,0.1983,0.0238,0.1429,0.3811,219.6091,19.2031
UsersAll,2tnn_results,No,Yes,"[32, 64]",32,0.1,5,0.1952,1.433,3.1184,15.2088,27.5736,9.5058,0.1657,26.74,95.0,6.4,0.0,0.0,0.1191,0.4526,138.8436,19.25
UsersAll,2tnn_results,No,Yes,"[32, 64]",32,0.2,20,0.1179,0.7791,1.6043,8.6294,15.9308,5.4123,0.127,27.14,86.0,7.51,0.0767,0.0,0.0715,0.262,513.2963,19.0937
UsersAll,2tnn_results,No,Yes,"[32, 64, 128]",32,0.01,20,0.3315,2.2877,4.4556,18.1264,29.8171,11.0037,0.1676,62.29,98.0,6.65,0.5858,0.0238,0.3097,0.929,612.3274,20.3594
UsersAll,2tnn_results,No,Yes,"[32, 64, 128]",32,0.1,16,0.3131,2.0648,4.2106,17.8759,30.051,10.9031,0.1366,46.92,98.0,6.52,0.0,0.0,0.0715,0.5241,490.2526,20.3437
UsersAll,2tnn_results,No,Yes,"[32, 64, 128]",32,0.2,3,0.0203,0.1731,0.5415,2.7021,5.7708,1.8416,0.1834,8.66,20.0,7.15,0.285,0.1191,2.2153,6.2649,85.9218,20.1406
UsersAll,2tnn_results,Yes,Yes,"[32, 64]",32,0.01,8,0.3481,2.5769,5.1592,19.366,31.1028,11.7106,0.18,45.07,98.0,6.07,0.0708,0.0476,0.1906,0.4764,348.6745,21.0625
UsersAll,2tnn_results,Yes,Yes,"[32, 64]",32,0.1,14,0.4476,2.7224,5.3711,21.5597,34.6779,12.9557,0.1384,62.14,99.0,6.44,0.0,0.0,0.0,0.0,612.9177,21.0781
UsersAll,2tnn_results,Yes,Yes,"[32, 64]",32,0.2,20,0.326,1.7811,3.3228,13.9673,24.4626,8.772,0.1278,17.43,90.0,6.72,0.0,0.0,0.0,0.0238,844.5638,21.5156
UsersAll,2tnn_results,Yes,Yes,"[32, 64, 128]",32,0.01,20,0.3629,2.6082,5.2329,20.5117,32.8213,12.3074,0.166,60.19,99.0,6.36,0.3575,0.1906,0.9767,2.525,937.2645,22.2031
UsersAll,2tnn_results,Yes,Yes,"[32, 64, 128]",32,0.1,14,0.3923,2.5566,5.1261,20.5062,33.4807,12.4124,0.1377,61.39,99.0,6.38,0.0,0.0,0.0,0.0,658.0617,22.2969
UsersAll,2tnn_results,Yes,Yes,"[32, 64, 128]",32,0.2,6,0.081,0.1897,0.7331,3.8644,6.456,2.2648,0.1479,3.76,8.0,6.59,0.0,0.0,0.0,0.3811,265.2341,22.0781
UsersAll,2tnn_results,No,No,"[32, 64]",64,0.01,6,0.3131,2.2011,4.509,18.0067,29.6679,10.9396,0.1828,35.95,97.0,6.1,0.0342,0.0,0.0715,0.2382,168.5935,17.3906
UsersAll,2tnn_results,No,No,"[32, 64]",64,0.1,11,0.2542,1.8806,4.0099,17.8298,29.9645,10.7878,0.141,48.97,98.0,6.38,0.005,0.0,0.1429,0.4526,307.7965,17.4062
UsersAll,2tnn_results,No,No,"[32, 64]",64,0.2,11,0.0589,0.7441,1.7664,10.2024,20.1028,6.5749,0.1347,31.05,84.0,6.36,0.0,0.0,0.0,0.0,295.7653,17.2187
UsersAll,2tnn_results,No,No,"[32, 64, 128]",64,0.01,3,0.4955,3.3486,5.8223,20.0604,29.76,11.8974,0.1836,4.41,40.0,3.5,0.0092,0.0,0.2859,0.8576,93.1093,18.4062
UsersAll,2tnn_results,No,No,"[32, 64, 128]",64,0.1,12,0.3002,1.9653,4.0633,17.7948,29.9608,10.8169,0.139,41.76,97.0,6.28,0.0258,0.0,0.1906,0.6193,371.5152,18.5156
UsersAll,2tnn_results,No,No,"[32, 64, 128]",64,0.2,12,0.0,0.151,0.2671,2.9544,7.2443,2.1234,0.1351,3.96,46.0,7.54,0.0,0.0,0.0,0.0,340.2027,18.1406
UsersAll,2tnn_results,Yes,No,"[32, 64]",64,0.01,20,0.3463,2.6008,5.1261,20.6683,33.5783,12.4639,0.1655,63.95,99.0,6.41,0.0033,0.0,0.0238,0.2382,879.5035,20.0625
UsersAll,2tnn_results,Yes,No,"[32, 64]",64,0.1,13,0.3131,2.2195,4.5275,19.6976,32.7071,11.8929,0.1382,46.72,98.0,6.37,0.0,0.0,0.0,0.0,568.7247,19.7047
UsersAll,2tnn_results,Yes,No,"[32, 64]",64,0.2,20,0.0774,0.5949,1.3188,6.1631,11.2394,3.8787,0.1267,27.59,56.99999999999999,7.55,0.2008,0.0238,0.0953,0.3573,840.8303,18.9218
UsersAll,2tnn_results,Yes,No,"[32, 64, 128]",64,0.01,20,0.3463,2.4534,4.9732,20.2483,32.8434,12.1729,0.1629,63.5,99.0,6.48,0.0858,0.0,0.5955,1.7389,939.5789,20.3906
UsersAll,2tnn_results,Yes,No,"[32, 64, 128]",64,0.1,18,0.361,2.249,4.4925,18.4064,30.716,11.245,0.1351,41.01,98.0,6.37,0.0125,0.0,0.0476,0.1906,848.8584,20.4062
UsersAll,2tnn_results,Yes,No,"[32, 64, 128]",64,0.2,4,0.0129,0.1934,0.3739,2.2011,5.0653,1.5693,0.1734,12.42,61.0,7.95,1.3583,0.5241,4.5736,5.5026,185.0779,20.2812
UsersAll,2tnn_results,No,Yes,"[32, 64]",64,0.01,6,0.2247,1.7498,3.6949,17.4136,29.5187,10.5203,0.183,35.05,97.0,6.27,0.0217,0.0,0.0476,0.1429,166.4217,21.8906
UsersAll,2tnn_results,No,Yes,"[32, 64]",64,0.1,3,0.291,1.5472,7.9682,19.4599,31.2317,12.0996,0.1774,9.91,86.0,5.69,0.0,6.2172,9.0519,9.4569,83.9061,21.8594
UsersAll,2tnn_results,No,Yes,"[32, 64]",64,0.2,20,0.0718,0.5342,1.1309,5.8297,11.5894,3.8312,0.1271,24.59,62.0,7.12,0.1917,0.0238,0.2382,0.7384,517.7181,21.8437

(batch size 1024 / 4096)
UsersEmotions,2tnn_results,No,No,[16],32,0.1,4,0.3264,2.4426,5.009,22.0396,35.5696,13.0774,0.1969,34.87,97.0,7.38,0.0,0.0,0.0,0.0,22.25,8.1719
UsersEmotions,2tnn_results,No,No,[32],32,0.1,4,0.3602,2.33,4.8289,21.9608,34.6916,12.8343,0.1983,34.62,97.0,7.32,0.0,0.0,0.0,0.0,20.8906,8.1406
UsersEmotions,2tnn_results,Yes,No,[16],32,0.1,4,0.529,3.253,6.3823,25.2701,37.9446,14.6758,0.1946,37.28,97.0,7.16,0.0025,0.0,0.0,0.3509,39.1562,8.4062
UsersEmotions,2tnn_results,Yes,No,[32],32,0.1,4,0.4502,3.0955,6.2922,24.0545,37.5957,14.2976,0.1953,42.87,98.0,7.21,0.0033,0.0,0.3509,0.8772,39.3281,8.5625
UsersEmotions,2tnn_results,No,Yes,[16],32,0.1,5,0.484,2.814,5.8195,22.9626,35.7722,13.5705,0.182,55.59,98.0,7.56,0.0,0.0,0.0,0.0,25.3125,12.8437
UsersEmotions,2tnn_results,No,Yes,[32],32,0.1,4,0.4052,2.7127,5.538,22.6475,34.8379,13.2283,0.1922,45.18,98.0,7.48,0.0,0.0,0.0,0.0,20.5312,12.75
UsersEmotions,2tnn_results,Yes,Yes,[16],32,0.1,4,0.6529,3.5907,6.7537,25.7429,38.2823,15.0045,0.199,47.33,98.0,7.13,0.0033,0.0,0.0,0.3509,39.7031,13.1719
UsersEmotions,2tnn_results,Yes,Yes,[32],32,0.1,4,0.4502,3.2193,6.6862,24.9325,37.8546,14.6285,0.199,49.44,98.0,7.22,0.0017,0.0,0.5263,1.5789,38.8281,12.6406
UsersAll,2tnn_results,No,No,[16],32,0.1,6,0.3923,2.6119,5.3416,22.0276,35.5418,13.183,0.1413,67.45,99.0,6.27,0.0,0.0,0.0,0.0,157.3123,13.5781
UsersAll,2tnn_results,No,No,[32],32,0.1,5,0.4163,2.5897,5.3453,21.6537,34.8161,12.9642,0.1446,65.4,99.0,6.24,0.0,0.0,0.0,0.0,131.4373,13.5781
UsersAll,2tnn_results,Yes,No,[16],32,0.1,6,0.4052,2.6155,5.3637,22.2431,36.0815,13.3418,0.1421,71.61,99.0,6.31,0.0008,0.0,0.0715,0.2382,297.6639,15.2031
UsersAll,2tnn_results,Yes,No,[32],32,0.1,4,0.4365,2.7868,5.6326,22.3591,35.7205,13.3871,0.1504,63.65,99.0,6.17,0.005,0.0,0.1191,0.6193,199.9601,15.2187
UsersAll,2tnn_results,No,Yes,[16],32,0.1,7,0.3371,2.3982,5.01,21.8784,35.7757,13.0799,0.1413,72.26,99.0,6.29,0.0,0.0,0.0,0.0,183.1873,18.0937
UsersAll,2tnn_results,No,Yes,[32],32,0.1,5,0.4439,2.6266,5.4558,22.0607,35.6744,13.2523,0.1434,68.35,99.0,6.25,0.0,0.0,0.0,0.0,131.8905,18.1406
UsersAll,2tnn_results,Yes,Yes,[16],32,0.1,6,0.3758,2.4571,5.1224,22.3039,36.2031,13.2924,0.1436,71.71,99.0,6.3,0.0,0.0,0.0476,0.262,299.0187,19.7656
UsersAll,2tnn_results,Yes,Yes,[32],32,0.1,4,0.4329,2.8053,5.7505,22.4291,35.9433,13.4722,0.1479,64.65,99.0,6.17,0.0,0.0,0.0476,0.3573,201.7417,19.875

(batch size 1200 / 1024)
UsersEmotions,2tnn_results,No,No,[16],32,0.1,5,0.4052,2.5439,5.3467,22.1072,34.7816,13.0369,0.1849,46.46,98.0,7.45,0.0,0.0,0.0,0.0,25.1875,7.4062
UsersEmotions,2tnn_results,No,No,[32],32,0.1,4,0.3377,2.4989,5.1891,22.1184,35.4795,13.1247,0.2001,32.05,97.0,7.29,0.0,0.0,0.0,0.0,19.5937,7.4375
UsersEmotions,2tnn_results,Yes,No,[16],32,0.1,4,0.4165,3.118,6.0671,24.6398,37.6745,14.3832,0.1932,38.97,98.0,7.15,0.0067,0.0,0.0,0.5263,39.5937,8.6094
UsersEmotions,2tnn_results,Yes,No,[32],32,0.1,4,0.6078,3.0392,6.281,24.1445,36.8303,14.1805,0.1952,41.03,98.0,7.21,0.0017,0.0,0.1754,0.5263,40.1406,8.6094
UsersEmotions,2tnn_results,No,Yes,[16],32,0.1,5,0.5516,3.0955,6.0558,23.1427,35.6484,13.6988,0.1827,56.46,98.0,7.51,0.0,0.0,0.0,0.0,24.2812,11.9844
UsersEmotions,2tnn_results,No,Yes,[32],32,0.1,4,0.5741,2.9716,5.8307,22.8388,35.5583,13.5547,0.1981,45.18,98.0,7.35,0.0,0.0,0.0,0.0,19.6406,12.2344
UsersEmotions,2tnn_results,Yes,Yes,[16],32,0.1,4,0.5065,3.4782,6.6974,24.3359,37.4043,14.4845,0.2012,46.62,98.0,7.24,0.0017,0.0,0.0,0.1754,39.75,13.2344
UsersEmotions,2tnn_results,Yes,Yes,[32],32,0.1,4,0.529,3.4106,6.3485,24.6398,38.1697,14.6195,0.1982,52.05,98.0,7.29,0.0,0.0,0.1754,0.3509,39.8281,13.2969
UsersAll,2tnn_results,No,No,[16],32,0.1,12,0.2689,2.0316,4.5275,21.2614,35.7168,12.7612,0.1336,78.17,99.0,6.46,0.0,0.0,0.0,0.0,314.9371,13.8906
UsersAll,2tnn_results,No,No,[32],32,0.1,5,0.4181,2.6008,5.3305,21.7403,35.2784,13.0736,0.145,65.45,99.0,6.22,0.0,0.0,0.0,0.0,132.2498,13.7812
UsersAll,2tnn_results,Yes,No,[16],32,0.1,5,0.3868,2.564,5.4153,22.3131,35.9986,13.3355,0.145,66.6,99.0,6.21,0.0008,0.0,0.0476,0.4764,270.2165,19.2968
UsersAll,2tnn_results,Yes,No,[32],32,0.1,5,0.35,2.6247,5.4908,22.1786,35.7868,13.2862,0.1451,70.41,99.0,6.24,0.0067,0.0238,0.0953,0.3335,269.4196,19.4087
UsersAll,2tnn_results,No,Yes,[16],32,0.1,7,0.3629,2.3485,5.1224,21.9613,35.9157,13.1421,0.1389,71.91,99.0,6.34,0.0,0.0,0.0,0.0,183.7185,18.2969
UsersAll,2tnn_results,No,Yes,[32],32,0.1,5,0.3979,2.7205,5.4134,22.0036,35.656,13.2383,0.144,68.0,99.0,6.23,0.0,0.0,0.0,0.0,132.3905,18.3594
UsersAll,2tnn_results,Yes,Yes,[16],32,0.1,6,0.3371,2.5308,5.2919,22.2339,36.2381,13.3263,0.1414,73.16,99.0,6.3,0.0,0.0,0.0238,0.1429,324.3121,24.1406
UsersAll,2tnn_results,Yes,Yes,[32],32,0.1,5,0.3629,2.5953,5.2661,22.1547,36.0686,13.2895,0.1448,70.86,99.0,6.25,0.0017,0.0,0.0715,0.4526,272.9997,24.0156

(batch size 512 / 1024)
UsersEmotions,2tnn_results,No,No,[16],32,0.1,4,0.4165,2.724,5.493,21.9833,35.2544,13.1742,0.1703,33.23,97.0,7.25,0.0,0.0,0.0,0.0,31.2968,8.0781
UsersEmotions,2tnn_results,No,No,[32],32,0.1,4,0.3715,2.4088,5.1328,21.7582,34.8604,12.9063,0.1749,36.56,97.0,7.33,0.0,0.0,0.0,0.0,30.0312,7.5156
UsersEmotions,2tnn_results,Yes,No,[16],32,0.1,4,0.6078,3.0279,6.2472,24.5385,38.0009,14.4845,0.1737,43.69,98.0,7.16,0.0025,0.0,0.1754,0.3509,70.0468,8.6406
UsersEmotions,2tnn_results,Yes,No,[32],32,0.1,4,0.3715,3.0617,6.1796,23.8294,36.4813,13.9847,0.1729,43.13,98.0,7.21,0.015,0.0,0.1754,0.5263,72.3437,8.6094
UsersEmotions,2tnn_results,No,Yes,[16],32,0.1,4,0.6303,3.0729,6.1346,23.7393,36.9316,14.1018,0.1718,43.49,98.0,7.29,0.0,0.0,0.0,0.0,29.8437,11.9531
UsersEmotions,2tnn_results,No,Yes,[32],32,0.1,4,0.5741,3.0729,6.1684,22.9289,35.5358,13.656,0.1788,46.97,98.0,7.34,0.0,0.0,0.0,0.0,30.0156,12.1719
UsersEmotions,2tnn_results,Yes,Yes,[16],32,0.1,4,0.6303,3.602,6.8888,25.5065,38.2485,14.9752,0.1787,50.72,98.0,7.2,0.005,0.0,0.1754,0.3509,70.5937,13.1406
UsersEmotions,2tnn_results,Yes,Yes,[32],32,0.1,4,0.5516,3.4106,6.9563,25.3152,38.1247,14.8717,0.1739,51.85,98.0,7.2,0.0017,0.0,0.3509,0.8772,70.5468,13.4375
UsersAll,2tnn_results,No,No,[16],32,0.1,7,0.3739,2.4461,5.1353,21.7752,35.3687,13.0198,0.1324,70.71,99.0,6.33,0.0,0.0,0.0,0.0,286.1715,13.7187
UsersAll,2tnn_results,No,No,[32],32,0.1,5,0.4107,2.7242,5.4318,21.7495,35.1292,13.0891,0.1379,64.75,99.0,6.25,0.0,0.0,0.0,0.0,206.3591,13.7031
UsersAll,2tnn_results,Yes,No,[16],32,0.1,5,0.4384,2.7242,5.581,22.4052,35.8918,13.4081,0.138,67.05,99.0,6.26,0.0042,0.0,0.1191,0.405,488.4914,19.25
UsersAll,2tnn_results,Yes,No,[32],32,0.1,5,0.3794,2.5511,5.5147,22.3131,35.9599,13.3436,0.1379,69.2,99.0,6.27,0.0025,0.0,0.1906,0.4526,492.9155,19.4375
UsersAll,2tnn_results,No,Yes,[16],32,0.1,5,0.4034,2.634,5.4558,22.1142,35.6026,13.242,0.1367,67.2,99.0,6.22,0.0,0.0,0.0,0.0,206.5349,18.4531
UsersAll,2tnn_results,No,Yes,[32],32,0.1,5,0.3886,2.5676,5.2679,21.7881,35.1937,13.0412,0.1376,67.45,99.0,6.24,0.0,0.0,0.0,0.0,208.2341,18.4062
UsersAll,2tnn_results,Yes,Yes,[16],32,0.1,6,0.3444,2.5124,5.2716,22.0368,35.9839,13.2298,0.1343,72.81,99.0,6.32,0.0008,0.0,0.0476,0.2382,592.5618,23.9375
UsersAll,2tnn_results,Yes,Yes,[32],32,0.1,5,0.3721,2.5842,5.4779,22.4881,35.8623,13.3569,0.1375,70.91,99.0,6.25,0.0017,0.0,0.1191,0.4526,496.2807,23.9844

(batch size 64 / 4096)
UsersEmotions,2tnn_results,No,No,[16],32,0.1,4,0.5516,2.5326,5.1216,21.6119,34.2188,12.8073,0.1469,32.36,97.0,7.34,0.0,0.0,0.0,0.0,178.5989,7.3437
UsersEmotions,2tnn_results,No,No,[32],32,0.1,4,0.5966,2.6002,5.1666,20.5988,32.778,12.348,0.147,32.41,97.0,7.34,0.0,0.0,0.0,0.0,178.1092,7.375
UsersEmotions,2tnn_results,Yes,No,[16],32,0.1,4,0.6641,3.1742,6.6412,24.561,37.3143,14.471,0.1464,40.77,98.0,7.09,0.0308,0.0,0.0,0.5263,452.4682,7.9375
UsersEmotions,2tnn_results,Yes,No,[32],32,0.1,4,0.5516,3.2418,6.2022,23.548,36.5826,14.0252,0.1456,43.69,98.0,7.14,0.0108,0.0,0.3509,0.8772,453.687,8.0781
UsersEmotions,2tnn_results,No,Yes,[16],32,0.1,4,0.7091,3.1517,6.2247,23.2215,35.3895,13.7393,0.1461,43.28,98.0,7.21,0.0,0.0,0.0,0.0,176.2581,11.8437
UsersEmotions,2tnn_results,No,Yes,[32],32,0.1,4,0.6191,2.9941,6.1346,22.1522,34.8267,13.3453,0.1479,45.49,98.0,7.24,0.0,0.0,0.0,0.0,176.6378,11.8281
UsersEmotions,2tnn_results,Yes,Yes,[16],32,0.1,4,0.5966,3.602,6.81,24.7073,37.6407,14.6713,0.1463,48.51,98.0,7.13,0.0225,0.0,0.1754,0.5263,452.001,12.4375
UsersEmotions,2tnn_results,Yes,Yes,[32],32,0.1,4,0.7204,3.6245,6.9113,24.2008,36.7402,14.4394,0.1479,50.51,98.0,7.24,0.0192,0.0,0.0,0.7018,455.2151,12.5156

(RSMProp) (batch size 2048 / 4096)
UsersEmotions,2tnn_results,No,No,[16],32,0.05,4,0.2589,1.7109,3.6357,16.5916,28.4331,10.1261,0.2289,34.15,96.0,7.83,0.0,0.0,0.0,0.0,21.7031,7.4531
UsersEmotions,2tnn_results,No,No,[16],32,0.1,5,0.1688,0.9793,1.9698,11.1774,20.9928,7.0576,0.1842,43.74,97.0,8.68,0.0,0.0,0.0,0.0,25.0781,7.3437
UsersEmotions,2tnn_results,No,No,[16],32,0.2,5,0.09,0.5853,1.2607,6.6186,12.0441,4.1198,0.2336,31.79,94.0,8.14,0.0,0.0,0.0,0.0,25.2812,7.3906
UsersEmotions,2tnn_results,No,No,[32],32,0.05,4,0.1576,1.2157,2.6902,14.5092,26.891,9.0928,0.1808,42.77,97.0,7.87,0.0,0.0,0.0,0.0,20.6093,7.3906
UsersEmotions,2tnn_results,No,No,[32],32,0.1,8,0.0563,0.7992,2.0261,12.5732,22.5124,7.5934,0.2668,66.62,99.0,8.35,0.0,0.0,0.0,0.0,39.1406,7.4062
UsersEmotions,2tnn_results,No,No,[32],32,0.2,8,0.1126,1.0243,2.2175,10.8735,19.8447,6.8145,0.2176,36.56,94.0,7.34,0.0,0.0,0.0,0.0,39.2812,7.625
UsersEmotions,2tnn_results,Yes,No,[16],32,0.05,4,0.2814,2.2287,4.8402,19.4845,31.5511,11.6772,0.2034,41.64,97.0,7.38,0.0,0.0,0.0,0.1754,31.363,8.0
UsersEmotions,2tnn_results,Yes,No,[16],32,0.1,4,0.1914,1.1481,2.4989,12.1454,22.9626,7.7893,0.2116,43.13,97.0,8.1,0.0008,0.0,0.0,0.0,31.5937,8.0
UsersEmotions,2tnn_results,Yes,No,[16],32,0.2,8,0.2026,1.5646,3.1742,14.4529,25.0901,8.8969,0.217,36.56,96.0,7.27,0.0017,0.0,0.0,0.3509,60.1577,7.9844
UsersEmotions,2tnn_results,Yes,No,[32],32,0.05,4,0.1576,2.0824,3.9622,18.2913,30.8982,11.0783,0.2306,50.31,98.0,7.43,0.0,0.0,0.0,0.0,31.5468,8.0156
UsersEmotions,2tnn_results,Yes,No,[32],32,0.1,5,0.1801,1.3958,2.9829,14.1265,24.4822,8.6335,0.2143,56.05,98.0,8.13,0.0058,0.0,0.3509,1.2281,38.5312,8.0
UsersEmotions,2tnn_results,Yes,No,[32],32,0.2,5,0.2139,1.5196,2.769,13.1697,22.7262,8.0797,0.2451,39.38,93.0,7.05,0.0,0.0,0.0,0.0,38.9843,8.0625
UsersEmotions,2tnn_results,No,Yes,[16],32,0.05,6,0.2589,1.7672,3.6132,17.751,30.1328,10.7046,0.1684,60.31,98.0,8.01,0.0,0.0,0.0,0.0,29.0781,11.875
UsersEmotions,2tnn_results,No,Yes,[16],32,0.1,4,0.1463,0.8667,2.0824,11.2562,20.2274,6.9158,0.2081,46.1,97.0,8.69,0.0,0.0,0.0,0.0,20.2656,11.9219
UsersEmotions,2tnn_results,No,Yes,[16],32,0.2,8,0.2364,1.5871,3.2643,13.6087,23.5367,8.4466,0.2165,41.18,95.0,7.29,0.0,0.0,0.0,0.0,38.2968,11.875
UsersEmotions,2tnn_results,No,Yes,[32],32,0.05,9,0.09,1.0468,2.7127,14.2954,25.6754,8.7641,0.1679,70.92,99.0,8.12,0.0,0.0,0.0,0.0,42.7678,11.875
UsersEmotions,2tnn_results,No,Yes,[32],32,0.1,9,0.1238,0.9455,2.2738,12.6069,23.5029,7.8906,0.2095,70.0,99.0,8.4,0.0,0.0,0.0,0.0,42.5468,11.8594
UsersEmotions,2tnn_results,No,Yes,[32],32,0.2,6,0.0788,1.0581,2.2625,15.7249,29.7389,9.7726,0.223,19.03,76.0,6.38,0.0,0.0,0.0,0.0,29.4375,12.0469
UsersEmotions,2tnn_results,Yes,Yes,[16],32,0.05,4,0.3152,2.0824,4.2999,19.5182,31.2472,11.4926,0.1787,50.56,98.0,7.67,0.0,0.0,0.0,0.1754,31.5781,12.6093
UsersEmotions,2tnn_results,Yes,Yes,[16],32,0.1,7,0.2364,2.2062,4.3787,18.3926,29.7163,10.986,0.2085,59.13,98.0,7.97,0.0,0.0,0.0,0.1754,52.9534,12.4531
UsersEmotions,2tnn_results,Yes,Yes,[16],32,0.2,3,0.1013,1.0131,2.2175,10.4908,18.9667,6.5579,0.5087,32.46,88.0,7.45,0.0,0.0,0.0,0.0,24.8593,12.5781
UsersEmotions,2tnn_results,Yes,Yes,[32],32,0.05,7,0.1351,1.4633,3.4219,16.2652,28.9397,10.045,0.1644,65.79,99.0,7.88,0.0,0.0,0.0,0.1754,53.1874,12.4687
UsersEmotions,2tnn_results,Yes,Yes,[32],32,0.1,5,0.09,1.4408,3.1968,16.0626,27.5777,9.6736,0.2081,58.1,98.0,8.0,0.0,0.0,0.0,0.0,38.9543,12.4844
UsersEmotions,2tnn_results,Yes,Yes,[32],32,0.2,8,0.2251,1.5759,3.1855,13.9239,24.077,8.5975,0.5123,18.26,86.0,6.44,0.0,0.0,0.0,0.0,60.6718,12.5937
UsersAll,2tnn_results,No,No,[16],32,0.05,5,0.3629,2.4092,4.8995,19.7657,31.5485,11.7972,0.1393,45.07,97.0,6.08,0.0,0.0,0.0,0.0,132.2498,13.5469
UsersAll,2tnn_results,No,No,[16],32,0.1,7,0.291,1.7185,3.5936,16.5313,28.4614,10.1192,0.1901,46.32,98.0,6.41,0.0,0.0,0.0,0.0,183.1248,13.5312
UsersAll,2tnn_results,No,No,[16],32,0.2,4,0.1842,1.188,2.4792,10.8968,19.3752,6.8247,0.2158,16.68,88.0,5.35,0.0,0.0,0.0,0.0,106.4217,13.5625
UsersAll,2tnn_results,No,No,[32],32,0.05,5,0.3039,1.969,4.242,19.1892,32.0145,11.5437,0.146,50.38,98.0,6.32,0.0,0.0,0.0,0.0,132.2186,13.6406
UsersAll,2tnn_results,No,No,[32],32,0.1,10,0.2505,1.7498,3.7483,17.1981,29.8613,10.5616,0.1851,55.88,98.0,6.15,0.0,0.0,0.4764,1.9533,262.4059,13.625
UsersAll,2tnn_results,No,No,[32],32,0.2,6,0.1179,1.0223,2.214,11.4715,22.1215,7.3894,0.2095,24.34,89.0,5.18,0.0,0.0,0.0238,0.0953,162.4998,13.6094
UsersAll,2tnn_results,Yes,No,[16],32,0.05,4,0.4513,2.6026,4.9382,19.9646,32.4768,12.0867,0.14,45.47,97.0,6.16,0.0,0.0,0.0476,0.262,164.1248,15.2344
UsersAll,2tnn_results,Yes,No,[16],32,0.1,3,0.2284,1.5896,3.3284,15.288,25.8459,9.256,0.2186,35.15,96.0,6.3,0.0,0.0,0.0238,0.1906,124.5936,15.1875
UsersAll,2tnn_results,Yes,No,[16],32,0.2,12,0.1768,1.527,3.1571,14.5733,25.448,8.9764,0.2076,45.82,97.0,5.78,0.3742,0.1667,1.9295,4.8833,489.6557,15.2812
UsersAll,2tnn_results,Yes,No,[32],32,0.05,4,0.3665,2.4129,4.9124,20.1636,32.8563,12.1423,0.1474,47.87,98.0,6.03,0.0008,0.0,0.0953,0.5479,165.3748,15.2968
UsersAll,2tnn_results,Yes,No,[32],32,0.1,7,0.3002,2.1753,4.3635,17.176,28.7119,10.5454,0.189,59.09,98.0,6.16,0.0358,0.1191,1.1196,2.9061,286.2028,15.2812
UsersAll,2tnn_results,Yes,No,[32],32,0.2,5,0.2468,1.6319,3.286,14.2049,24.8273,8.8394,0.2236,16.12,77.0,4.35,0.0,0.0,0.0,0.0,207.9685,15.3906
UsersAll,2tnn_results,No,Yes,[16],32,0.05,4,0.396,2.4369,4.9032,20.1249,32.9613,12.1644,0.1399,43.92,98.0,6.12,0.0,0.0,0.0,0.0,106.2811,18.1406
