data_comp,model,item_feat,user_feat,layer_size_list,embedding_size,learning_rate,epochs,Acc@1,Acc@5,Acc@10,Acc@50,Acc@100,MeanAcc,RMSE,Coverage,Personalisation,Novelty,ColdProb,ColdAcc@10,ColdAcc@50,ColdAcc@100,Training Time,Evaluation Time
(batch size 2048 / 4096)
UsersAll,2tnn_results,Yes,Yes,[32],32,0.1,5,0.35,2.4258,5.1942,22.0773,35.6284,13.1351,0.153,71.61,99.0,6.28,0.0025,0.0,0.0476,0.262,210.7716,20.125
UsersAll,2tnn_results,Yes,Yes,[32],32,0.2,5,0.2597,2.2343,4.614,20.8709,34.2764,12.4511,0.1444,70.01,99.0,6.35,0.0,0.0,0.0953,0.2382,210.8591,20.0937
UsersAll,2tnn_results,No,No,[16],64,0.01,20,0.4513,2.61,5.1703,20.2999,33.1197,12.3302,0.1608,47.77,98.0,6.29,0.0,0.0,0.0,0.0,521.4369,16.3281
UsersAll,2tnn_results,No,No,[16],64,0.1,5,0.3739,2.4516,5.3213,21.7697,35.2655,13.0364,0.1519,65.75,99.0,6.19,0.0,0.0,0.0,0.0,132.7967,16.2969
UsersAll,2tnn_results,No,No,[16],64,0.2,5,0.3168,2.3319,4.8664,20.9906,34.5324,12.6076,0.1445,69.55,99.0,6.4,0.0,0.0,0.0,0.0,133.7342,16.3594
UsersAll,2tnn_results,No,No,[32],64,0.01,20,0.4255,2.7261,5.4282,20.8672,33.466,12.5826,0.1567,58.44,99.0,6.24,0.0,0.0,0.0,0.0,528.0184,16.4219
UsersAll,2tnn_results,No,No,[32],64,0.1,4,0.3942,2.599,5.2513,21.44,35.0113,12.9392,0.1581,61.34,99.0,6.19,0.0,0.0,0.0,0.0,107.578,16.3437
UsersAll,2tnn_results,No,No,[32],64,0.2,4,0.2523,1.9764,4.3119,19.5797,33.011,11.8263,0.1488,62.34,99.0,6.33,0.0,0.0,0.0,0.0,107.4443,16.4219
UsersAll,2tnn_results,Yes,No,[16],64,0.01,5,0.4992,2.5529,5.1611,19.6386,31.6903,11.9084,0.1809,31.7,97.0,5.77,0.0025,0.0,0.0238,0.1191,210.4547,18.0625
UsersAll,2tnn_results,Yes,No,[16],64,0.1,4,0.4384,2.7905,5.5534,22.3205,35.8089,13.3823,0.1668,63.45,99.0,6.21,0.0008,0.0,0.0238,0.1906,169.8466,18.0625
UsersAll,2tnn_results,Yes,No,[16],64,0.2,5,0.3242,2.2656,4.8074,20.8635,34.4256,12.5373,0.1434,70.16,99.0,6.39,0.0,0.0,0.0,0.0,212.2654,18.0469
UsersAll,2tnn_results,Yes,No,[32],64,0.01,6,0.4439,2.5584,5.1979,19.6478,31.5264,11.8749,0.1822,43.72,98.0,5.9,0.0017,0.0,0.0238,0.0715,252.7058,18.0937
UsersAll,2tnn_results,Yes,No,[32],64,0.1,4,0.4071,2.5879,5.4208,22.3297,35.7076,13.2906,0.1593,66.85,99.0,6.21,0.0,0.0,0.0,0.1906,170.8592,18.1875
UsersAll,2tnn_results,Yes,No,[32],64,0.2,5,0.1971,1.6964,4.0412,19.4157,33.1326,11.6966,0.144,71.41,99.0,6.32,0.0,0.0,0.0238,0.1429,212.7654,19.0469
UsersAll,2tnn_results,No,Yes,[16],64,0.01,7,0.3905,2.3742,4.7227,19.4784,32.0477,11.8027,0.1766,37.51,97.0,6.02,0.0,0.0,0.0,0.0,185.2167,21.8744
UsersAll,2tnn_results,No,Yes,[16],64,0.1,5,0.4089,2.529,5.1758,21.9023,35.3908,13.0814,0.1546,67.25,99.0,6.22,0.0,0.0,0.0,0.0,133.9686,20.9732
UsersAll,2tnn_results,No,Yes,[16],64,0.2,20,0.2026,1.7222,4.1572,21.4695,36.2141,12.7531,0.1269,80.72,99.0,6.53,0.0,0.0,0.0,0.0,529.8744,20.8906
UsersAll,2tnn_results,No,Yes,[32],64,0.01,8,0.3629,2.3908,4.7356,19.1137,31.3883,11.5982,0.1767,40.56,97.0,5.96,0.0,0.0,0.0,0.0,212.8122,22.5156
UsersAll,2tnn_results,No,Yes,[32],64,0.1,4,0.3794,2.5161,5.2403,21.5763,35.1329,12.969,0.1623,63.95,99.0,6.21,0.0,0.0,0.0,0.0,108.1581,22.4687
UsersAll,2tnn_results,No,Yes,[32],64,0.2,5,0.186,1.6448,3.8865,19.3126,33.0294,11.6119,0.1457,70.41,99.0,6.43,0.0,0.0,0.0,0.0,135.9373,21.0312
UsersAll,2tnn_results,Yes,Yes,[16],64,0.01,20,0.4439,2.8826,5.7081,21.7752,34.584,13.0788,0.1567,64.1,99.0,6.18,0.0,0.0,0.0,0.0238,839.965,22.7031
UsersAll,2tnn_results,Yes,Yes,[16],64,0.1,5,0.3665,2.5308,5.2329,22.2063,35.9618,13.2597,0.156,70.01,99.0,6.27,0.0,0.0,0.0238,0.1429,212.6247,22.6719
UsersAll,2tnn_results,Yes,Yes,[16],64,0.2,20,0.1934,1.7296,4.2051,21.5063,36.5696,12.8408,0.126,80.67,99.0,6.51,0.0,0.0,0.0,0.0,840.2677,22.6562
UsersAll,2tnn_results,Yes,Yes,[32],64,0.01,7,0.4531,2.9452,5.8168,22.197,34.9027,13.263,0.1789,55.83,98.0,5.96,0.0192,0.0,0.0238,0.0953,297.8121,22.75
UsersAll,2tnn_results,Yes,Yes,[32],64,0.1,4,0.3352,2.4921,5.4024,22.0884,35.54,13.1716,0.1593,66.75,99.0,6.23,0.0,0.0,0.0,0.1667,171.4184,23.1094
UsersAll,2tnn_results,Yes,Yes,[32],64,0.2,5,0.2137,1.8585,4.218,19.9094,33.431,11.9261,0.1449,72.81,99.0,6.41,0.0,0.0,0.0,0.0953,213.3768,24.3281

UsersEmotions,2tnn_results,No,No,"[32, 64]",16,0.01,5,0.09,0.8217,2.3751,14.6556,24.7974,8.548,0.2061,6.72,61.0,6.96,0.0225,0.0,0.0,0.0,27.5,8.4375
UsersEmotions,2tnn_results,No,No,"[32, 64]",16,0.1,9,0.2927,1.8122,3.7258,17.8523,29.4012,10.6168,0.2021,30.67,96.0,7.5,0.0033,0.0,0.0,0.0,45.9062,8.375
UsersEmotions,2tnn_results,No,No,"[32, 64]",16,0.2,3,0.1013,0.2364,0.5741,2.9604,5.2792,1.8303,0.2131,8.31,37.0,8.17,0.0,0.0,0.0,0.1754,15.625,8.5781
UsersEmotions,2tnn_results,No,No,"[32, 64, 128]",16,0.01,6,0.1914,1.0581,2.5777,14.982,25.3152,8.8249,0.207,6.36,66.0,6.74,0.115,0.0,0.0,0.0,34.125,9.3906
UsersEmotions,2tnn_results,No,No,"[32, 64, 128]",16,0.1,5,0.0225,0.5853,1.5759,10.3444,19.9572,6.4971,0.2053,3.95,71.0,7.81,0.0,0.0,0.0,0.0,29.1406,9.8594
UsersEmotions,2tnn_results,No,No,"[32, 64, 128]",16,0.2,4,0.0113,0.09,0.2139,2.1162,4.5588,1.398,0.2067,3.44,23.0,9.75,0.0,0.0,0.0,0.0,21.8906,9.3906
UsersEmotions,2tnn_results,Yes,No,"[32, 64]",16,0.01,16,0.2701,2.679,5.7181,21.4993,33.1382,12.661,0.205,32.31,97.0,7.51,0.0817,0.0,0.5263,0.7018,123.5311,9.0938
UsersEmotions,2tnn_results,Yes,No,"[32, 64]",16,0.1,8,0.3039,2.0149,4.2436,17.9874,29.964,10.9027,0.1974,21.59,95.0,8.01,0.0033,0.0,0.0,0.0,63.6249,8.9219
UsersEmotions,2tnn_results,Yes,No,"[32, 64]",16,0.2,20,0.0338,0.3827,1.0356,5.4705,10.7046,3.5254,0.155,24.77,80.0,9.04,0.3025,0.3509,3.3333,7.0175,149.8592,9.0781
UsersEmotions,2tnn_results,Yes,No,"[32, 64, 128]",16,0.01,3,0.5065,2.9379,5.4255,19.2256,29.9415,11.6074,0.2172,4.46,54.0,6.09,0.0392,0.0,2.807,5.2632,26.8437,9.9844
UsersEmotions,2tnn_results,Yes,No,"[32, 64, 128]",16,0.1,14,0.2701,2.1612,4.6038,19.1018,31.7875,11.5849,0.1816,28.26,96.0,7.92,0.3875,0.0,1.4035,2.1053,114.2343,9.875
UsersEmotions,2tnn_results,Yes,No,"[32, 64, 128]",16,0.2,3,0.0113,0.1238,0.2589,2.1837,4.5025,1.416,0.2065,4.36,59.0,9.11,0.0,0.0,0.0,0.0,27.2031,10.2344
UsersEmotions,2tnn_results,No,Yes,"[32, 64]",16,0.01,3,0.2927,2.4201,4.0185,11.7064,16.7605,7.0396,0.2984,10.87,73.0,5.69,0.0475,0.0,0.1754,0.1754,16.2969,12.9531
UsersEmotions,2tnn_results,No,Yes,"[32, 64]",16,0.1,13,0.1914,1.8348,4.041,17.0531,28.3994,10.3039,0.1716,52.41,98.0,7.84,0.0658,0.0,0.1754,0.5263,65.5937,12.8281
UsersEmotions,2tnn_results,No,Yes,"[32, 64]",16,0.2,3,0.1688,0.1914,0.9118,3.1405,6.2472,2.1319,0.2061,2.05,1.0,7.77,0.0,0.0,0.0,0.0,14.8281,13.0625
UsersEmotions,2tnn_results,No,Yes,"[32, 64, 128]",16,0.01,3,0.3377,1.7335,3.2193,12.6294,17.5709,7.0982,0.2504,8.1,67.0,6.1,0.1025,0.1754,0.3509,1.4035,17.9687,14.0625
UsersEmotions,2tnn_results,No,Yes,"[32, 64, 128]",16,0.1,11,0.1351,1.2044,2.5889,15.5898,28.6357,9.6308,0.2021,26.26,96.0,7.99,0.0,0.0,0.0,0.0,60.2812,13.7969
UsersEmotions,2tnn_results,No,Yes,"[32, 64, 128]",16,0.2,3,0.0,0.09,0.1238,1.9361,4.8514,1.4003,0.2071,3.64,54.0,9.87,0.0,0.0,0.0,0.3509,17.9687,14.2187
UsersEmotions,2tnn_results,Yes,Yes,"[32, 64]",16,0.01,5,0.2476,1.9473,4.4462,18.9104,28.9059,10.8915,0.2076,14.56,90.0,7.05,0.1592,0.1754,0.8772,2.2807,40.7968,13.4687
UsersEmotions,2tnn_results,Yes,Yes,"[32, 64]",16,0.1,19,0.3602,1.9023,4.0635,17.4809,28.7145,10.5043,0.1594,55.38,98.0,7.88,0.0458,0.0,0.3509,0.7018,145.2498,13.4219
UsersEmotions,2tnn_results,Yes,Yes,"[32, 64]",16,0.2,9,0.09,0.7204,1.9811,11.7515,21.9721,7.303,0.202,9.13,74.0,8.67,3.9858,2.2807,8.5965,12.807,68.9374,13.7031
UsersEmotions,2tnn_results,Yes,Yes,"[32, 64, 128]",16,0.01,8,0.3152,1.9136,4.1423,17.8186,28.3431,10.5065,0.2071,21.18,93.0,7.38,0.0783,0.0,0.5263,0.8772,67.203,14.3906
UsersEmotions,2tnn_results,Yes,Yes,"[32, 64, 128]",16,0.1,10,0.3039,2.2287,4.5137,19.2931,31.0783,11.4836,0.2055,28.67,96.0,7.67,0.0,0.0,0.0,0.0,82.6561,14.4687
UsersEmotions,2tnn_results,Yes,Yes,"[32, 64, 128]",16,0.2,3,0.0113,0.1126,0.2251,1.3845,3.0279,0.9523,0.2071,4.51,9.0,9.18,0.0075,0.0,0.0,0.0,25.8437,14.6094
UsersEmotions,2tnn_results,No,No,"[32, 64]",32,0.01,5,0.2701,1.362,2.7015,14.5655,24.7636,8.7326,0.2071,6.97,70.0,6.99,0.085,0.0,0.0,0.0,25.9843,8.6094
UsersEmotions,2tnn_results,No,No,"[32, 64]",32,0.1,10,0.1463,1.5083,3.2418,15.6011,28.1855,9.7366,0.1825,37.44,97.0,7.68,0.0,0.0,0.0,0.1754,49.9531,8.4531
UsersEmotions,2tnn_results,No,No,"[32, 64]",32,0.2,15,0.0338,0.2476,0.6641,4.086,7.8231,2.5709,0.1599,25.74,76.0,9.55,0.0025,0.0,0.0,0.0,71.0155,8.5
UsersEmotions,2tnn_results,No,No,"[32, 64, 128]",32,0.01,5,0.1238,0.8104,2.5326,13.226,23.4466,8.0279,0.207,11.08,64.0,6.66,0.1558,0.0,0.1754,0.1754,28.6406,9.5156
UsersEmotions,2tnn_results,No,No,"[32, 64, 128]",32,0.1,7,0.1688,1.0243,2.1499,10.6821,20.1486,6.8348,0.2022,8.72,87.0,7.89,0.2508,0.0,0.1754,1.5789,38.9843,9.4844
UsersEmotions,2tnn_results,No,No,"[32, 64, 128]",32,0.2,3,0.0,0.6303,2.0036,10.502,17.4246,6.1121,0.2065,4.67,17.0,7.52,0.0,0.0,0.0,0.0,17.7656,9.9687
UsersEmotions,2tnn_results,Yes,No,"[32, 64]",32,0.01,10,0.3827,2.5889,5.842,21.4318,32.6542,12.5799,0.2071,27.54,97.0,7.42,0.0325,0.0,0.0,0.3509,78.9374,9.1094
UsersEmotions,2tnn_results,Yes,No,"[32, 64]",32,0.1,14,0.2139,1.9473,4.5362,20.2274,32.7893,11.9428,0.1773,43.69,98.0,7.85,0.0008,0.0,0.0,0.1754,108.5936,9.0625
UsersEmotions,2tnn_results,Yes,No,"[32, 64]",32,0.2,3,0.0,0.1351,0.6754,4.0747,7.0801,2.3931,0.2062,2.56,5.0,8.78,0.005,0.0,0.0,0.0,23.8593,9.7344
UsersEmotions,2tnn_results,Yes,No,"[32, 64, 128]",32,0.01,6,0.2139,2.1837,4.5475,17.9649,28.8271,10.7474,0.2071,13.59,91.0,7.18,0.035,0.1754,0.3509,0.7018,51.1562,10.4531
UsersEmotions,2tnn_results,Yes,No,"[32, 64, 128]",32,0.1,4,0.5178,2.5326,4.2661,13.665,22.8726,8.7708,0.2046,7.79,72.0,6.78,0.2025,0.1754,1.7544,4.9123,34.75,10.5313
UsersEmotions,2tnn_results,Yes,No,"[32, 64, 128]",32,0.2,6,0.0113,0.1238,0.1801,1.5534,4.0635,1.1864,0.2045,1.59,6.0,10.27,1.9158,0.7018,3.5088,6.3158,47.8281,10.6093
UsersEmotions,2tnn_results,No,Yes,"[32, 64]",32,0.01,14,0.4277,2.3751,4.9415,19.2706,31.0108,11.6051,0.2082,43.59,97.0,7.73,0.0083,0.0,0.0,0.0,69.8124,13.0938
UsersEmotions,2tnn_results,No,Yes,"[32, 64]",32,0.1,9,0.3715,1.6772,3.4557,17.3345,29.8176,10.5313,0.1933,48.26,97.0,7.78,0.0433,0.0,0.3509,0.7018,45.8749,13.1094
UsersEmotions,2tnn_results,No,Yes,"[32, 64]",32,0.2,3,0.0,0.0338,0.045,0.1126,0.2814,0.0946,0.2058,7.54,9.0,11.42,7.6775,1.7544,12.9825,24.9123,14.9375,13.2969
UsersEmotions,2tnn_results,No,Yes,"[32, 64, 128]",32,0.01,20,0.1914,1.452,3.1067,13.9689,23.3904,8.4219,0.2054,50.1,98.0,7.97,0.3367,0.0,0.5263,1.4035,109.5155,13.9062
UsersEmotions,2tnn_results,No,Yes,"[32, 64, 128]",32,0.1,14,0.1576,1.1256,2.4989,13.3724,24.8537,8.4016,0.1915,27.08,95.0,8.12,0.0,0.0,0.0,0.0,77.078,13.9219
UsersEmotions,2tnn_results,No,Yes,"[32, 64, 128]",32,0.2,5,0.0113,0.0675,0.6529,3.7708,6.9226,2.285,0.2063,4.41,13.0,9.42,0.3367,0.0,2.9825,7.193,26.4218,14.0781
UsersEmotions,2tnn_results,Yes,Yes,"[32, 64]",32,0.01,20,0.439,2.7353,5.6394,21.0378,32.9919,12.5687,0.2011,56.05,98.0,7.68,0.0017,0.0,0.0,0.5263,153.828,13.9687
UsersEmotions,2tnn_results,Yes,Yes,"[32, 64]",32,0.1,5,0.1351,1.4295,3.1292,17.4021,27.8478,9.9887,0.2032,9.9,87.0,7.52,0.0008,0.0,0.0,0.0,40.5156,14.2031
UsersEmotions,2tnn_results,Yes,Yes,"[32, 64]",32,0.2,20,0.0563,0.8104,1.8235,11.5263,21.4205,7.1274,0.1512,36.46,95.0,8.86,0.0342,0.0,0.0,0.0,152.2654,13.5937
UsersEmotions,2tnn_results,Yes,Yes,"[32, 64, 128]",32,0.01,6,0.3827,2.3751,4.4349,18.1675,29.131,10.8982,0.2071,15.64,91.0,7.12,0.2825,0.0,0.8772,2.2807,51.4374,15.2344
UsersEmotions,2tnn_results,Yes,Yes,"[32, 64, 128]",32,0.1,20,0.1013,1.1256,2.7015,14.7794,26.2269,8.9869,0.1615,27.69,95.0,8.27,0.6033,0.1754,1.0526,1.4035,161.1404,14.9375
UsersEmotions,2tnn_results,Yes,Yes,"[32, 64, 128]",32,0.2,3,0.1126,0.4052,0.7091,2.9604,5.5831,1.9541,0.207,10.41,81.0,9.85,4.2867,2.1053,8.7719,14.386,27.2187,14.6719
UsersEmotions,2tnn_results,No,No,"[32, 64]",64,0.01,6,0.3264,2.1274,4.1873,18.7078,31.6637,11.4025,0.2078,16.77,93.0,7.04,0.09,0.0,0.0,0.0,31.375,10.8594
UsersEmotions,2tnn_results,No,No,"[32, 64]",64,0.1,4,0.1126,1.0018,2.1499,13.0009,22.3661,7.7262,0.2021,9.59,78.0,7.07,0.0,0.0,0.0,0.0,21.0625,11.1094
UsersEmotions,2tnn_results,No,No,"[32, 64]",64,0.2,4,0.0225,0.1576,0.2814,1.7785,4.4687,1.3417,0.2029,13.03,18.0,8.47,0.0308,0.0,0.1754,0.1754,19.3281,10.9219
UsersEmotions,2tnn_results,No,No,"[32, 64, 128]",64,0.01,5,0.1576,1.4746,3.208,15.072,26.5421,9.2909,0.2062,9.74,71.0,6.55,0.0067,0.0,0.0,0.0,29.0625,11.8281
UsersEmotions,2tnn_results,No,No,"[32, 64, 128]",64,0.1,3,0.1013,0.394,0.7317,4.9527,9.3877,3.1135,0.2053,1.33,28.000000000000004,7.88,0.0,0.0,0.0,0.0,17.875,12.0469
UsersEmotions,2tnn_results,No,No,"[32, 64, 128]",64,0.2,6,0.0113,0.1463,0.2701,1.9811,7.5979,2.0014,0.2042,2.51,2.0,9.55,0.0,0.0,0.0,0.0,31.1093,11.8906
UsersEmotions,2tnn_results,Yes,No,"[32, 64]",64,0.01,7,0.4277,2.6565,5.7407,21.4656,33.3296,12.724,0.2074,24.36,96.0,7.3,0.0817,0.0,0.1754,0.3509,55.9687,11.75
UsersEmotions,2tnn_results,Yes,No,"[32, 64]",64,0.1,11,0.3827,2.0937,4.7051,19.8559,33.0257,12.0126,0.1738,38.97,97.0,7.83,0.0,0.0,0.0,0.0,86.7186,11.4219
UsersEmotions,2tnn_results,Yes,No,"[32, 64]",64,0.2,20,0.0113,1.0693,3.0167,10.063,19.6308,6.7582,0.1513,13.79,70.0,7.78,0.1492,0.1754,0.3509,0.8772,151.5154,11.3906
UsersEmotions,2tnn_results,Yes,No,"[32, 64, 128]",64,0.01,5,0.1463,1.8122,3.7258,19.2368,29.7951,10.9433,0.2072,10.56,89.0,7.31,0.0425,0.0,0.0,1.9298,44.0312,12.4219
UsersEmotions,2tnn_results,Yes,No,"[32, 64, 128]",64,0.1,18,0.0563,1.3282,2.285,10.5696,20.3062,6.9091,0.1611,17.23,80.0,7.66,1.0192,0.8772,4.7368,8.0702,144.7655,12.3594
UsersEmotions,2tnn_results,Yes,No,"[32, 64, 128]",64,0.2,10,0.0,0.3264,0.5403,1.9586,4.7614,1.5173,0.2114,4.36,37.0,8.75,0.0025,0.0,0.5263,1.5789,79.578,12.625
UsersEmotions,2tnn_results,No,Yes,"[32, 64]",64,0.01,20,0.3602,2.7915,5.4705,20.1373,32.8906,12.33,0.2019,62.15,99.0,7.74,0.0,0.0,0.0,0.0,99.8124,15.2812
UsersEmotions,2tnn_results,No,Yes,"[32, 64]",64,0.1,6,0.2589,1.7447,3.7483,17.5146,31.765,11.0063,0.2001,17.44,90.0,7.03,0.0,0.5263,4.2105,14.7368,31.0,15.3125
UsersEmotions,2tnn_results,No,Yes,"[32, 64]",64,0.2,4,0.0113,0.2139,0.5628,3.6808,7.8343,2.4606,0.1969,10.51,23.0,8.04,0.0,0.0,0.0,0.0,19.9531,15.5312
UsersEmotions,2tnn_results,No,Yes,"[32, 64, 128]",64,0.01,17,0.3039,2.1612,4.6376,19.6646,31.8325,11.7199,0.2057,44.97,98.0,7.59,0.0175,0.0,0.0,0.0,93.453,16.375
UsersEmotions,2tnn_results,No,Yes,"[32, 64, 128]",64,0.1,4,0.1126,0.8555,1.6884,9.2301,20.081,6.3935,0.2061,4.72,65.0,8.14,0.0,0.0,0.0,0.3509,23.875,16.4531
UsersEmotions,2tnn_results,No,Yes,"[32, 64, 128]",64,0.2,3,0.0113,1.2269,1.7785,8.8136,19.2706,6.2202,0.2057,3.85,15.0,7.15,0.0,0.0,0.0,0.0,17.0156,16.6094
UsersEmotions,2tnn_results,Yes,Yes,"[32, 64]",64,0.01,18,0.484,2.9829,5.6394,21.2517,33.9149,12.8546,0.2029,53.79,98.0,7.67,0.0092,0.0,0.3509,0.5263,141.3123,15.9531
UsersEmotions,2tnn_results,Yes,Yes,"[32, 64]",64,0.1,16,0.3039,2.0937,4.1535,19.0004,31.9901,11.5083,0.1654,47.74,98.0,7.79,0.0,0.0,0.0,0.0,125.5936,16.1094
UsersEmotions,2tnn_results,Yes,Yes,"[32, 64]",64,0.2,4,0.0113,0.1351,0.3039,2.8028,5.8757,1.8258,0.2023,6.72,13.0,9.27,0.0275,0.0,0.0,0.3509,32.4375,16.4687
UsersEmotions,2tnn_results,Yes,Yes,"[32, 64, 128]",64,0.01,16,0.5741,2.9941,5.887,21.6682,33.7686,12.9784,0.2049,47.69,98.0,7.47,0.02,0.0,0.0,0.3509,132.8436,17.625
UsersEmotions,2tnn_results,Yes,Yes,"[32, 64, 128]",64,0.1,3,0.0563,0.1351,0.2476,1.5196,5.0315,1.398,0.2066,2.1,11.0,9.04,0.0,0.0,0.0,0.0,26.4531,17.2812
UsersEmotions,2tnn_results,Yes,Yes,"[32, 64, 128]",64,0.2,5,0.1351,0.9568,2.2738,13.9802,26.4408,8.7573,0.2056,4.0,56.99999999999999,6.04,0.0,0.0,0.0,0.0,43.5468,17.1875
UsersAll,2tnn_results,No,No,"[32, 64]",16,0.01,3,0.385,2.8163,5.0266,17.1815,28.7396,10.8298,0.1852,7.51,54.0,4.55,0.0133,0.0,0.0,0.0476,80.3593,12.2344
UsersAll,2tnn_results,No,No,"[32, 64]",16,0.1,20,0.2523,2.1661,4.4869,19.8431,32.7697,11.9036,0.1336,69.95,99.0,6.57,0.0733,0.0,0.0476,0.3573,535.4212,12.2969
UsersAll,2tnn_results,No,No,"[32, 64]",16,0.2,19,0.2358,1.6319,3.4168,15.8203,26.9326,9.6075,0.1291,44.87,97.0,6.52,0.0533,0.0,0.0238,0.2859,502.0931,12.2969
UsersAll,2tnn_results,No,No,"[32, 64, 128]",16,0.01,9,0.1584,1.2249,2.6892,13.8237,25.4149,8.6622,0.1827,35.45,97.0,6.7,0.47,0.0476,0.7384,1.4054,267.0309,13.3437
UsersAll,2tnn_results,No,No,"[32, 64, 128]",16,0.1,10,0.256,1.9838,4.078,18.0269,30.3549,10.9399,0.1421,48.17,98.0,6.4,0.0308,0.0,0.1429,0.6432,296.6715,13.3594
UsersAll,2tnn_results,No,No,"[32, 64, 128]",16,0.2,6,0.2302,1.2672,2.3448,10.1674,16.756,6.1531,0.1461,9.11,81.0,6.72,0.0,0.0,0.0,0.0,178.2967,13.4375
UsersAll,2tnn_results,Yes,No,"[32, 64]",16,0.01,8,0.4347,2.6634,5.2919,19.3807,30.8817,11.7305,0.1818,35.2,97.0,6.02,0.29,0.1191,0.4288,1.0719,339.3025,14.4219
UsersAll,2tnn_results,Yes,No,"[32, 64]",16,0.1,17,0.3058,2.4498,5.1979,21.6979,35.1734,12.9649,0.1359,67.8,99.0,6.46,0.0025,0.0,0.0,0.0715,718.4279,14.0486
UsersAll,2tnn_results,Yes,No,"[32, 64]",16,0.2,20,0.2947,2.144,4.4685,18.8411,31.5522,11.4601,0.1283,65.3,99.0,6.44,0.0075,0.0,0.0,0.0715,844.3143,14.0469
UsersAll,2tnn_results,Yes,No,"[32, 64, 128]",16,0.01,4,0.2542,1.6356,3.332,13.7905,25.1239,8.8272,0.1842,14.07,91.0,5.93,0.6217,0.2144,1.1196,2.0486,184.4998,15.2812
UsersAll,2tnn_results,Yes,No,"[32, 64, 128]",16,0.1,14,0.3923,2.4553,5.0045,19.6828,32.3976,11.9865,0.14,50.68,98.0,6.29,0.0,0.0,0.0,0.0238,635.5863,15.6719
UsersAll,2tnn_results,Yes,No,"[32, 64, 128]",16,0.2,20,0.1695,1.4054,2.8495,12.3354,22.6428,7.8805,0.1292,8.91,87.0,6.73,1.8583,0.6432,2.0248,2.93,906.0048,15.1719
UsersAll,2tnn_results,No,Yes,"[32, 64]",16,0.01,8,0.1142,0.9633,2.2508,13.7979,25.8422,8.5937,0.1816,26.34,95.0,6.77,0.4183,0.0476,0.3097,0.7623,215.8279,16.7812
UsersAll,2tnn_results,No,Yes,"[32, 64]",16,0.1,15,0.3555,2.6395,5.1648,20.4417,32.9373,12.3077,0.1386,60.54,99.0,6.3,0.0425,0.0,0.1191,0.262,405.7808,16.7187
UsersAll,2tnn_results,No,Yes,"[32, 64]",16,0.2,20,0.1805,1.5067,3.1681,13.7002,23.8898,8.4891,0.1282,35.95,96.0,6.7,0.0,0.0,0.0,0.0476,542.6087,16.7969
UsersAll,2tnn_results,No,Yes,"[32, 64, 128]",16,0.01,20,0.2339,1.7185,3.461,15.6416,26.5735,9.5257,0.177,55.68,98.0,6.95,0.785,0.1191,0.5002,0.9767,598.6868,17.8437
UsersAll,2tnn_results,No,Yes,"[32, 64, 128]",16,0.1,20,0.3481,2.2232,4.4004,18.4358,30.7583,11.2332,0.134,56.74,98.0,6.56,0.0042,0.0,0.0,0.0715,597.9524,17.8594
UsersAll,2tnn_results,No,Yes,"[32, 64, 128]",16,0.2,8,0.0516,0.8565,1.7425,9.5891,16.6805,5.784,0.1428,8.56,65.0,7.86,4.0742,1.1196,8.5279,17.3416,229.0622,17.7969
UsersAll,2tnn_results,Yes,Yes,"[32, 64]",16,0.01,4,0.2818,2.0537,4.0725,16.8684,27.6786,10.191,0.1838,15.27,93.0,5.76,0.4358,0.262,1.2149,2.4774,173.4856,18.6094
UsersAll,2tnn_results,Yes,Yes,"[32, 64]",16,0.1,16,0.42,2.6395,5.3453,21.7863,35.1366,13.0655,0.1373,69.4,99.0,6.39,0.0,0.0,0.0,0.0238,686.0286,18.5625
UsersAll,2tnn_results,Yes,Yes,"[32, 64]",16,0.2,20,0.2229,1.4312,3.1055,14.5862,25.9104,9.0512,0.1276,46.37,96.0,6.74,0.0,0.0,0.0,0.0238,834.1558,18.6406
UsersAll,2tnn_results,Yes,Yes,"[32, 64, 128]",16,0.01,3,0.291,1.9819,3.9436,16.0395,27.3084,9.9129,0.1847,14.32,91.0,5.66,0.4183,0.3811,0.929,1.7151,140.6873,19.75
UsersAll,2tnn_results,Yes,Yes,"[32, 64, 128]",16,0.1,15,0.3315,2.4498,4.9585,19.6441,32.0716,11.8911,0.1394,58.79,98.0,6.34,0.0,0.0,0.0,0.0238,688.6887,19.7031
UsersAll,2tnn_results,Yes,Yes,"[32, 64, 128]",16,0.2,20,0.3297,1.969,4.0172,17.3325,29.83,10.6957,0.1283,50.13,98.0,6.41,0.0175,0.0,0.1429,0.262,918.0161,19.8125
UsersAll,2tnn_results,No,No,"[32, 64]",32,0.01,13,0.3094,1.9469,3.9528,16.5073,28.3675,10.2168,0.1787,39.26,97.0,6.41,0.19,0.0,0.2144,0.6432,350.4527,14.7656
UsersAll,2tnn_results,No,No,"[32, 64]",32,0.1,10,0.3297,1.9653,4.0964,17.9809,30.2518,10.9248,0.1416,46.12,98.0,6.4,0.0,0.0,0.0953,0.5002,271.2809,14.7344
UsersAll,2tnn_results,No,No,"[32, 64]",32,0.2,10,0.1197,0.9357,2.0224,9.6756,17.979,6.1465,0.1362,31.75,91.0,6.99,0.0,0.0,0.0,0.0476,266.484,14.6562
